year;city;party;federal_election;tourist;tourist_foreign;share_foreign_tourist;unemployment;population;migrants;share_migrants;share_youth;share_old;pupils_school;pupils_gymn;share_gymn;Hochschule;uni;HE_total;total_students;votes;place_list;incumbent;woman;doctor;CDU;SPD;Grüne;FDP;Linke;AfD;share_students;share_pupils;FW;local_list;federal_trend;federal_result;Name_total;job;Age;votes_pred_old;Partei;Piraten;Tierschutzpartei;prof;aristocracy;double_name;muslim_migrant;non_muslim_migrant;google;federal_difference;youth_list;green_alt_list;time;google_stan;BD;first_time
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1705;24;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Walter Jens  Zeller;;;;0;0;0;0;0;0;0;0;28000;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1109;33;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Barbara Dannfeld;;;;0;0;0;0;0;0;0;0;2;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1372;38;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Ralf Michael Flaig;;;;0;0;0;0;0;0;0;0;15;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1079;47;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Vanessa Meyer;;;;0;0;0;0;0;0;0;0;59;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1849;18;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Werner Horsch;;;;0;0;0;0;0;0;0;0;18;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2217;11;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Dominic  Köckeritz;;;;0;0;0;0;0;0;0;0;23;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1097;39;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Karoline  Hering;;;;0;0;0;0;0;0;0;0;7310;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;4281;2;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Anja Markmann;;;;0;0;0;0;0;0;0;0;81;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1202;31;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Pascal Bell;;;;0;0;0;0;0;0;0;0;9;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1193;23;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Renate  Hörburger;;;;0;0;0;0;0;0;0;0;61;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;3243;8;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Thomas  Entenmann;;;;0;0;0;0;0;0;0;0;10600;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1097;44;0;1;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Cornelia Degeratu;;;;0;0;0;0;0;0;0;1;6;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1256;32;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Siegfried  Rakow;;;;0;0;0;0;0;0;0;0;3310;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2173;16;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Hans-Joachim  Bülow;;;;0;0;0;0;0;1;0;0;9490;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2629;9;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Klaus  Horlacher;;;;0;0;0;0;0;0;0;0;9690;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1057;41;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Manfred  Striehl;;;;0;0;0;0;0;0;0;0;64;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1254;17;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Alice Blanck;Redakteurin i.R.;63;;0;0;0;0;0;0;0;0;18000;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1407;37;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Ulrich Frenzel;;;;0;0;0;0;0;0;0;0;24;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1011;27;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Heiko  Holzmann;;;;0;0;0;0;0;0;0;0;10900;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2225;13;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sebastian  Gohr;;;;0;0;0;0;0;0;0;0;14000;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1064;40;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Helga  Striehl;;;;0;0;0;0;0;0;0;0;33;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1011;35;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Marlene  Glock;;;;0;0;0;0;0;0;0;0;16600;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1573;22;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Robert  Lang;;;;0;0;0;0;0;0;0;0;184000;0;0;0;2;1;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1122;48;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Markus  Zemke;;;;0;0;0;0;0;0;0;0;4340;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;3258;4;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sven  Geschinski;;;;0;0;0;0;0;0;0;0;35;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;3572;6;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Helmut  Loch;;;;0;0;0;0;0;0;0;0;32200;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1084;42;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Urs Lautner;;;;0;0;0;0;0;0;0;0;5;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1315;28;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Lars Patrick  Berg;;;;0;0;0;0;0;0;0;0;54700;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1112;45;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sebastian  Szimonisz;;;;0;0;0;0;0;0;0;1;7;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2788;12;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Dirk-Oliver  Müller;;;;0;0;0;0;0;1;0;0;94;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1376;19;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Elke  Schönwetter-Stoll;;;;0;0;0;0;0;1;0;0;8;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2271;15;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Heiko  Horn;;;;0;0;0;0;0;0;0;0;45300;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;4001;3;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Fabian  Dequis;;;;0;0;0;0;0;0;0;0;42;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;2492;10;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Bernhard Sauff;;;;0;0;0;0;0;0;0;0;3;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;6648;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Matthias  Niebel;;;;0;0;0;0;0;0;0;0;24900;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1106;43;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Oliver Vollmer;;;;0;0;0;0;0;0;0;0;37;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1941;20;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Manfred  Hanke;;;;0;0;0;0;0;0;0;0;32600;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;3032;5;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Bernhard Schuh;;;;0;0;0;0;0;0;0;0;24;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1533;36;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Theresa  Hartl;;;;0;0;0;0;0;0;0;0;11400;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1810;14;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Wilhelm Wabel;;;;0;0;0;0;0;0;0;0;2;0;0;0;1;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1258;25;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Urban Roth;;;;0;0;0;0;0;0;0;0;48000;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;997;30;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Herbert  Kollenz;;;;0;0;0;0;0;0;0;0;76;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1179;29;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Marcus  Dannfeld;;;;0;0;0;0;0;0;0;0;19;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;3005;7;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Klaus  Blanck;;;;0;0;0;0;0;0;0;0;14800;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1289;46;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Lisbeth  Erler;;;;0;0;0;0;0;0;0;0;7150;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1091;34;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Michael  Till;;;;0;0;0;0;0;0;0;0;182000;0;0;0;2;1;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1585;26;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Florian  Föhlisch;;;;0;0;0;0;0;0;0;0;593;0;0;0;2;0;;1
2014;Heidelberg;AfD;5;1217200;492041;0;5;154715;28494;0;24;24;14835;6238;0;6;1;7;36902;1301;21;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Rolf Rennwald;;;;0;0;0;0;0;0;0;0;5;0;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3814;33;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Dietmar  Heiden;;;;0;0;0;0;0;0;0;0;19800;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4552;24;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Stefan  Roßbach;;;;0;0;0;0;0;0;0;0;13100;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5324;14;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Herbert  Duch;;;;0;0;0;0;0;0;0;0;17100;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3621;32;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Mike  Händle;;;;0;0;0;0;0;0;0;0;138;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;10876;2;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Marc  Bernhard;;;;0;0;0;0;0;0;0;0;87100;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;6577;11;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Thomas  Rettig;;;;0;0;0;0;0;0;0;0;24100;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3432;30;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7;Bernhard Deck;;;;0;0;0;0;0;0;0;0;21;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3893;38;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Waltraud Kutz;;;;0;0;0;0;0;0;0;0;3100;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5879;10;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Marcel  Delhougne;;;;0;0;0;0;0;0;0;0;30;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;9300;7;0;1;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Beatrix Früh;;;;0;0;0;0;0;0;0;0;16;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4599;45;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Jürgen  Tepel;;;;0;0;0;0;0;0;0;0;27300;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3440;27;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Rainer  Urbasik;;;;0;0;0;0;0;0;0;0;21;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3505;26;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Joachim  Stopp;;;;0;0;0;0;0;0;0;0;23900;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;12152;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Stefan  Schmitt;;;;0;0;0;0;0;0;0;0;119000;1;0;0;2;1;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;9337;5;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Paul Schmidt;;;;0;0;0;0;0;0;0;0;19600;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4400;47;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Rudolf  Wiedmeier;;;;0;0;0;0;0;0;0;0;46;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;7527;4;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Hanne  Nagel;;;;0;0;0;0;0;0;0;0;20400;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;7335;6;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sebastian  Silio Friedl;;;;0;0;0;0;0;0;0;0;26;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3746;20;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sebastian  Kurtz;;;;0;0;0;0;0;0;0;0;22400;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5233;18;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Karl-Rudolf  Koblitz;;;;0;0;0;0;0;1;0;0;6;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4302;23;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Simon  Niederleig;;;;0;0;0;0;0;0;0;0;26;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4591;21;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Florian  Löw;;;;0;0;0;0;0;0;0;0;31000;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5219;12;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Silvia Bachmann-Perathoner;;;;0;0;0;0;0;1;0;0;5;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3761;22;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Marcel  Meinzer;;;;0;0;0;0;0;0;0;0;3970;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;7528;9;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Gerhard Lenz;;;;0;0;0;0;0;0;0;0;57600;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4230;25;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Michael  Schuster;;;;0;0;0;0;0;0;0;0;83000;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4260;31;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Bernhard Eschenbrenner;;;;0;0;0;0;0;0;0;0;3;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3793;29;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Thorsten  Bergner;;;;0;0;0;0;0;0;0;0;13600;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3517;46;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Helmut  Wagner;;;;0;0;0;0;0;0;0;0;89000;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5060;19;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Günter  Koch;;;;0;0;0;0;0;0;0;0;105000;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;8464;3;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Timm Kempf;Rentner;72;;0;0;0;0;0;0;0;0;15400;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;7755;8;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Oliver Schnell;;;;0;0;0;0;0;0;0;0;3380;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3967;35;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Horst  Koch;;;;0;0;0;0;0;0;0;0;106000;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3338;40;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Johannes  Meuthen;;;;0;0;0;0;0;0;0;0;10800;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3655;28;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Bärbel Wagner;;;;0;0;0;0;0;0;0;0;53200;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;6362;16;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Udo Hartmann;;;;0;0;0;0;0;0;0;0;86;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3769;43;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Peter  Rudiger;;;;0;0;0;0;0;0;0;0;25400;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3472;44;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sofja  Harkmaa;;;;0;0;0;0;0;0;0;1;7;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5346;15;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Andreas Graefenstein;Physiker;54;;0;0;0;0;0;0;0;0;18;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;5103;13;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Maik  Dahlhues;;;;0;0;0;0;0;0;0;0;9;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4108;39;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Klaus-Dieter  Mayer;;;;0;0;0;0;0;1;0;0;30800;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3765;42;0;0;1;0;0;0;0;0;1;0;0;0;0;5;4.7; Hartmut  Rohde;;;;0;0;0;0;0;0;0;0;21300;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3776;34;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Walter Hörnle;;;;0;0;0;0;0;0;0;0;11;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3277;41;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Can Pigur;;;;0;0;0;0;0;0;1;0;7260;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4189;37;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Alfred Künzel;;;;0;0;0;0;0;0;0;0;8;1;0;0;1;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;3467;36;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Sebastian  Pini;;;;0;0;0;0;0;0;0;0;21300;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4050;48;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Edith  Woll;;;;0;0;0;0;0;0;0;0;5760;1;0;0;2;0;;1
2014;Karlsruhe;AfD;6;1047422;276759;0;6;300051;48118;0;26;29;27721;10339;0;8;1;9;41387;4470;17;0;1;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Hella  Henn-Künzel;;;;0;0;0;0;0;1;0;0;10;1;0;0;1;0;;1
2014;Mannheim;AfD;6;1187792;275214;0;6;299844;63149;0;27;30;30341;9057;0;14;1;15;26183;7407;8;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Robert Schmidt;;;;0;0;0;0;0;0;0;0;206000;1;0;0;2;1;;1
2014;Mannheim;AfD;6;1187792;275214;0;6;299844;63149;0;27;30;30341;9057;0;14;1;15;26183;4661;30;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Michael Panzer;;;;0;0;0;0;0;0;0;0;51700;1;0;0;2;0;;1
2014;Mannheim;AfD;6;1187792;275214;0;6;299844;63149;0;27;30;30341;9057;0;14;1;15;26183;4633;26;0;0;0;0;0;0;0;0;1;0;0;0;0;5;4.7; Gernot Göschel;;;;0;0;0;0;0;0;0;0;76;1;0;0;2;0;;1
