Stimmen,Name,Partei,Wahlbezirk,Wahlbezirk ID,Stadt,Incumbent
398.0,Graber,CDU,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,1.0
228.0,Kühl,SPD,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
104.0,Link-Schnitzler,GRÜNE,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
55.0,Zachel,FDP,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,1.0
36.0,Kraft,UWG Kaarst,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
25.0,Theberath,ZENTRUM,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
47.0,Altinli,DIE LINKE,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
44.0,Rausch,AfD,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,1.0
24.0,Friedländer,PIRATEN,FlachsbleicheSperberstr,FlachsbleicheSperberstr,Kaarst,0.0
495.0,Treger,CDU,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,1.0
156.0,Palmen,SPD,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
153.0,Jens,GRÜNE,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
62.0,Zhang,FDP,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
28.0,Zippelius,UWG Kaarst,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
18.0,Sohn,ZENTRUM,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
15.0,Pauen,PIRATEN,Karlsforster_StrJahnstr,Karlsforster_StrJahnstr,Kaarst,0.0
352.0,Thönißen,CDU,Altes_Dorf,Altes_Dorf,Kaarst,1.0
129.0,Lempke,SPD,Altes_Dorf,Altes_Dorf,Kaarst,0.0
83.0,Köppe,GRÜNE,Altes_Dorf,Altes_Dorf,Kaarst,1.0
58.0,Ramirez Ziegler,FDP,Altes_Dorf,Altes_Dorf,Kaarst,0.0
20.0,Klukas,UWG Kaarst,Altes_Dorf,Altes_Dorf,Kaarst,0.0
34.0,Hebben,ZENTRUM,Altes_Dorf,Altes_Dorf,Kaarst,0.0
25.0,Altunlu,DIE LINKE,Altes_Dorf,Altes_Dorf,Kaarst,0.0
24.0,Peter,AfD,Altes_Dorf,Altes_Dorf,Kaarst,0.0
16.0,Specht,PIRATEN,Altes_Dorf,Altes_Dorf,Kaarst,0.0
383.0,Zelleröhr,CDU,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,1.0
152.0,Kuhlmeier,SPD,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,1.0
67.0,Wieland,GRÜNE,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,0.0
40.0,Dr. Thywissen,FDP,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,1.0
16.0,Dr. Klukas,UWG Kaarst,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,1.0
14.0,Mönch,ZENTRUM,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,0.0
23.0,Brunstein,DIE LINKE,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,0.0
31.0,Peter,AfD,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,0.0
22.0,Skopp,PIRATEN,BroicherseiteAm_Hoverkamp,BroicherseiteAm_Hoverkamp,Kaarst,0.0
392.0,Sülzenfuß,CDU,Broicherdorf,Broicherdorf,Kaarst,1.0
193.0,Jakob,SPD,Broicherdorf,Broicherdorf,Kaarst,0.0
115.0,Christoph,GRÜNE,Broicherdorf,Broicherdorf,Kaarst,0.0
57.0,Vogel,FDP,Broicherdorf,Broicherdorf,Kaarst,0.0
34.0,Zippelius,UWG Kaarst,Broicherdorf,Broicherdorf,Kaarst,0.0
20.0,Pfaar,ZENTRUM,Broicherdorf,Broicherdorf,Kaarst,0.0
39.0,Keser,DIE LINKE,Broicherdorf,Broicherdorf,Kaarst,0.0
45.0,Straus,AfD,Broicherdorf,Broicherdorf,Kaarst,0.0
17.0,Eibich,PIRATEN,Broicherdorf,Broicherdorf,Kaarst,0.0
388.0,Ladeck,CDU,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,1.0
138.0,Kühl,SPD,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
119.0,Dr. Wrobel,GRÜNE,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
69.0,Boestfleisch,FDP,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
42.0,Tückmantel,UWG Kaarst,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
29.0,Schmitz,ZENTRUM,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
29.0,Rosemann,DIE LINKE,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,1.0
12.0,Saitzek,PIRATEN,EichendorffstrAm_Bisgeshof,EichendorffstrAm_Bisgeshof,Kaarst,0.0
447.0,Kotzian,CDU,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
124.0,Ekici,SPD,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,1.0
112.0,Markert,GRÜNE,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
57.0,Kischkat,FDP,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
16.0,Bieker,UWG Kaarst,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
19.0,Becht,ZENTRUM,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
19.0,Ercan,DIE LINKE,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
30.0,Fellowes,AfD,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,0.0
13.0,Wetzler,PIRATEN,WindvogtMartinusstr,WindvogtMartinusstr,Kaarst,1.0
476.0,Otterbein,CDU,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
170.0,Hartings,SPD,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,1.0
113.0,Neubauer,GRÜNE,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
89.0,Löhler,FDP,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
30.0,Heyer,UWG Kaarst,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
26.0,Hornby,ZENTRUM,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
4.0,Rajda,DIE LINKE,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
21.0,Crefeld,AfD,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
22.0,Pauen,PIRATEN,GruenstrMaubisstr,GruenstrMaubisstr,Kaarst,0.0
363.0,Schulze Bomke-Vossschulte,CDU,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,1.0
154.0,Reuter,SPD,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
109.0,Molzberger,GRÜNE,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,1.0
62.0,Dr. Blechschmidt,FDP,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
9.0,Klukas,UWG Kaarst,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
23.0,Schmitz,ZENTRUM,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
17.0,Hoffmann,DIE LINKE,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
46.0,Robertz,AfD,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
13.0,Dr. van Lück,PIRATEN,KampstrLange_Hecke,KampstrLange_Hecke,Kaarst,0.0
404.0,Finger,CDU,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,1.0
196.0,Hartings,SPD,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
122.0,Konzelmann,GRÜNE,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
85.0,Dr. Maring,FDP,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,1.0
22.0,Drüeke,UWG Kaarst,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
42.0,Otte,ZENTRUM,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,1.0
22.0,Rosemann,DIE LINKE,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
23.0,Mischke Ramirez,AfD,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
7.0,Pauen,PIRATEN,RobKochStrHinterfeld,RobKochStrHinterfeld,Kaarst,0.0
398.0,Thißen,CDU,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,1.0
189.0,Kühl,SPD,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
131.0,Gaumitz,GRÜNE,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,1.0
78.0,Frisch,FDP,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
23.0,Dr. Kalthoff,UWG Kaarst,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
12.0,Eickelmann,ZENTRUM,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
26.0,Irgat,DIE LINKE,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
35.0,Dr. Schäfer,AfD,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
14.0,Brings,PIRATEN,GirmesKreuzStrErftstr,GirmesKreuzStrErftstr,Kaarst,0.0
358.0,Schell,CDU,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,1.0
156.0,Lempke,SPD,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
139.0,Michael-Fränzel,GRÜNE,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,1.0
87.0,Bandermann,FDP,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
44.0,Fleck,UWG Kaarst,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
33.0,Schmitz,ZENTRUM,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
23.0,Rottinghaus,DIE LINKE,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
37.0,Thomasen,AfD,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
21.0,Verges,PIRATEN,BadeniaDanziger_Str,BadeniaDanziger_Str,Kaarst,0.0
356.0,John,CDU,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,1.0
164.0,Rottländer,SPD,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
138.0,Schröder,GRÜNE,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,1.0
71.0,Wilsch,FDP,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,1.0
77.0,Sampers,UWG Kaarst,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
37.0,Siegers,ZENTRUM,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
13.0,Aplak,DIE LINKE,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
24.0,Niemer,AfD,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
8.0,Schnell,PIRATEN,SchiefbahnerKleinenbroicher,SchiefbahnerKleinenbroicher,Kaarst,0.0
436.0,Milde,CDU,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,1.0
126.0,Weingran,SPD,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,1.0
185.0,Begerau,GRÜNE,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
66.0,Witthaut,FDP,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
49.0,Henschel,UWG Kaarst,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
67.0,Gockel,ZENTRUM,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
15.0,Karisik,DIE LINKE,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
43.0,Crefeld,AfD,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
14.0,Schmitz,PIRATEN,LinningAlt_Vorst,LinningAlt_Vorst,Kaarst,0.0
416.0,Schwengers,CDU,RottesHeide,RottesHeide,Kaarst,1.0
146.0,Weßendorf,SPD,RottesHeide,RottesHeide,Kaarst,0.0
114.0,Karapetyan,GRÜNE,RottesHeide,RottesHeide,Kaarst,0.0
75.0,Beurskens,FDP,RottesHeide,RottesHeide,Kaarst,0.0
57.0,Rüdiger,UWG Kaarst,RottesHeide,RottesHeide,Kaarst,1.0
44.0,Andree,ZENTRUM,RottesHeide,RottesHeide,Kaarst,0.0
28.0,Kobs,DIE LINKE,RottesHeide,RottesHeide,Kaarst,0.0
36.0,Peter,AfD,RottesHeide,RottesHeide,Kaarst,0.0
258.0,Horn,CDU,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
138.0,Thiele,SPD,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,1.0
81.0,Hens,GRÜNE,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
39.0,Kopp,FDP,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,1.0
57.0,Grünkemeier,UWG Kaarst,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
151.0,Karis,ZENTRUM,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,1.0
23.0,Rosenstock,DIE LINKE,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
17.0,Schwarz,AfD,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
10.0,Wehling,PIRATEN,Schwarzer_WegNordkanalallee,Schwarzer_WegNordkanalallee,Kaarst,0.0
359.0,Schöneberg,CDU,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,1.0
132.0,Sieberg-Marchand,SPD,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
106.0,Sauter,GRÜNE,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,1.0
35.0,Flesch,FDP,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
38.0,Lorenz,UWG Kaarst,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
113.0,Rütten,ZENTRUM,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,1.0
28.0,Kock-Rottinghaus,DIE LINKE,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
38.0,Dr. von Watzdorf,AfD,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
17.0,Wetzler,PIRATEN,BruchwegPlatanenstr,BruchwegPlatanenstr,Kaarst,0.0
451.0,Schröder,CDU,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,1.0
155.0,Dr. Holtmeier,SPD,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
151.0,van Megen,GRÜNE,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
92.0,Kopp,FDP,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
63.0,Pollmann,UWG Kaarst,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
104.0,Statz-Matern,ZENTRUM,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
23.0,Kock,DIE LINKE,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
19.0,Straus,AfD,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
8.0,Brandhorst,PIRATEN,HasselstrKoenigstr,HasselstrKoenigstr,Kaarst,0.0
457.0,Haupt,CDU,DrieschHubertusstr,DrieschHubertusstr,Kaarst,1.0
108.0,Beyer,SPD,DrieschHubertusstr,DrieschHubertusstr,Kaarst,1.0
196.0,Hannen,GRÜNE,DrieschHubertusstr,DrieschHubertusstr,Kaarst,0.0
78.0,Pruss,FDP,DrieschHubertusstr,DrieschHubertusstr,Kaarst,1.0
54.0,Gehrmann,UWG Kaarst,DrieschHubertusstr,DrieschHubertusstr,Kaarst,0.0
68.0,Becker,ZENTRUM,DrieschHubertusstr,DrieschHubertusstr,Kaarst,0.0
17.0,Hoffmann,DIE LINKE,DrieschHubertusstr,DrieschHubertusstr,Kaarst,0.0
26.0,Gonzalez Zumbülte,AfD,DrieschHubertusstr,DrieschHubertusstr,Kaarst,0.0
294.0,Fischer,CDU,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
116.0,Beyer,SPD,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
146.0,Neubauer,GRÜNE,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
121.0,Baum,FDP,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,1.0
85.0,Weyers,UWG Kaarst,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,1.0
71.0,Bürvenich,ZENTRUM,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
20.0,Rosenstock,DIE LINKE,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
9.0,Ondra,PIRATEN,VomSteinStrRoemerstr,VomSteinStrRoemerstr,Kaarst,0.0
406.0,Schubert,CDU,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,1.0
141.0,Trieschmann,SPD,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
135.0,Köbis,GRÜNE,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
85.0,Werle,FDP,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,1.0
63.0,Funk,UWG Kaarst,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
44.0,Schröter,ZENTRUM,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
33.0,Rosemann,DIE LINKE,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
8.0,Holloway,PIRATEN,BirkhofstrLichtenvoorder_Str,BirkhofstrLichtenvoorder_Str,Kaarst,0.0
448.0,Christoph,CDU,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,1.0
141.0,Imiela,SPD,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,1.0
140.0,Sommer,GRÜNE,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
105.0,Dorfer,FDP,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
92.0,Drüeke,UWG Kaarst,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
41.0,Küster,ZENTRUM,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
18.0,Ergün,DIE LINKE,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
10.0,Albrecht,PIRATEN,JvanWerthStrGlehner_Str,JvanWerthStrGlehner_Str,Kaarst,0.0
2442.0,Walter,SPD,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
162.0,Melemez,CDU,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
2142.0,Schäfer,GRÜNE,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
451.0,Ruffen,FDP,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
117.0,Strauff,PRO KÖLN,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
779.0,Müller,DIE LINKE,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
87.0,Hoffmann,FWK,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
258.0,Windhoff,DEINE FREUNDE,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
216.0,Göckel,PIRATEN,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
195.0,Freyling,AfD,1_AltstadtSued_I,1_AltstadtSued_I,Köln,0.0
2872.0,Blümcke,SPD,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
1922.0,Leitner,CDU,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
3653.0,Heuser,GRÜNE,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
556.0,Tillessen,FDP,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
87.0,Scherfling,PRO KÖLN,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
1105.0,Scheffer,DIE LINKE,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
83.0,Rainer,FWK,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
495.0,Dr. Kuch,DEINE FREUNDE,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
236.0,Misgeld,PIRATEN,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
205.0,Haug,AfD,2_NeustadtSued_I,2_NeustadtSued_I,Köln,0.0
228.0,Malavasi,SPD,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
1964.0,Gordes,CDU,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,1.0
2956.0,Wolter,GRÜNE,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,1.0
553.0,Breite,FDP,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,1.0
106.0,Maul,PRO KÖLN,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
856.0,Alflen,DIE LINKE,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
104.0,Hagenbruch,FWK,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
373.0,Kasnitz,DEINE FREUNDE,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
313.0,Coeln,PIRATEN,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
219.0,Schulze,AfD,3_AltstadtSued_II_NeustadtSued_II,3_AltstadtSued_II_NeustadtSued_II,Köln,0.0
2492.0,Volland-Dörmann,SPD,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
2771.0,Michel,CDU,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
2599.0,Thelen,GRÜNE,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,1.0
754.0,Deutsch,FDP,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
126.0,Grosch,PRO KÖLN,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
718.0,Löwisch,DIE LINKE,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
128.0,Dr. Peters,FWK,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
372.0,Schmidt,DEINE FREUNDE,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
65.0,Abels,Einzelbewerber,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
109.0,Kader,Die PARTEI,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
221.0,Kurandt,PIRATEN,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
246.0,Herrmann,AfD,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,Köln,0.0
2903.0,Börschel,SPD,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,1.0
1849.0,Wintner,CDU,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
3025.0,Frank,GRÜNE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,1.0
746.0,Sterck,FDP,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,1.0
141.0,Spelthahn,PRO KÖLN,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
962.0,Stahlhofen,DIE LINKE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,1.0
62.0,Fuchs,FWK,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
420.0,Scheunert,DEINE FREUNDE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
165.0,Dr. Boßeler,Die PARTEI,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
236.0,Meneghetti,PIRATEN,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
232.0,Mertens,AfD,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,Köln,0.0
215.0,Ciesla-Baier,SPD,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
1894.0,Götz,CDU,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,1.0
2116.0,Jahn,GRÜNE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,1.0
357.0,Hilden,FDP,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
150.0,Weber,PRO KÖLN,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
596.0,Kockerbeck,DIE LINKE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
75.0,Lempe,FWK,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
162.0,Voß,DEINE FREUNDE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
181.0,Baumann,PIRATEN,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
229.0,Witzmann,AfD,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,Köln,0.0
