Stimmen,Name,Partei,Wahlbezirk,Wahlbezirk ID,Stadt,Incumbent
16.0,Duman,DIE LINKE,Grundschule Büttenberg,Grundschule Büttenberg,Ennepetal,0.0
43.0,Schläger,AfD,Grundschule Büttenberg,Grundschule Büttenberg,Ennepetal,0.0
9.0,Müller,PIRATEN,Grundschule Büttenberg,Grundschule Büttenberg,Ennepetal,0.0
146.0,Herrmann,SPD,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
172.0,Zwick,CDU,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
40.0,Hustadt,GRÜNE,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
27.0,Alberts,FDP,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
32.0,Hessler,FWE,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
15.0,Schwarz,DIE LINKE,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
31.0,Müller,AfD,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
11.0,Dahm,PIRATEN,ehemaliger städt. Betriebshof,ehemaliger städt. Betriebshof,Ennepetal,0.0
125.0,Bicking,SPD,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,1.0
54.0,Wittig,CDU,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
22.0,Zachow,GRÜNE,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
21.0,Alberts,FDP,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
25.0,Hüttebräuker,FWE,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
22.0,Kunert,DIE LINKE,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
13.0,Hartmann,PIRATEN,Cafe Kartenberg,Cafe Kartenberg,Ennepetal,0.0
204.0,Nölke,SPD,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,0.0
150.0,Dahlhaus,CDU,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,1.0
43.0,Müller-Wilkesmann,GRÜNE,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,0.0
43.0,Bicking,FDP,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,0.0
74.0,Deneke,FWE,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,0.0
26.0,Jüngermann,DIE LINKE,Kath. Grundschule Harkort,Kath. Grundschule Harkort,Ennepetal,0.0
167.0,Bianco,SPD,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,1.0
72.0,Mooshofer,CDU,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,0.0
26.0,Hofmann,GRÜNE,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,1.0
10.0,Dr. Siekermann,FDP,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,0.0
11.0,Wenke,FWE,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,0.0
37.0,Müller,DIE LINKE,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,0.0
13.0,Rißmann,PIRATEN,Grundschule Friedenstal,Grundschule Friedenstal,Ennepetal,0.0
249.0,Zink,SPD,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,1.0
119.0,Eichinger,CDU,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
64.0,Backhoff,GRÜNE,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
27.0,Braun,FDP,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,1.0
25.0,Krümmelbein,FWE,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
32.0,Wachtfeitl,DIE LINKE,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
41.0,Kompa,AfD,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
10.0,Hohengarten,PIRATEN,Berufsbildende Schulen,Berufsbildende Schulen,Ennepetal,0.0
183.0,Grün,SPD,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
223.0,Drabent,CDU,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
73.0,Böhm,GRÜNE,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
49.0,Drewnick,FDP,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
54.0,Refflinghaus,FWE,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
23.0,Duman,DIE LINKE,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
16.0,Mentzel,PIRATEN,Grundschule Wassermaus,Grundschule Wassermaus,Ennepetal,0.0
344.0,Schöneberg,SPD,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
122.0,Heymann,CDU,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,1.0
36.0,Fraune,GRÜNE,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
24.0,Vaupel,FDP,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
24.0,Lewandowski,FWE,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
23.0,Albayrak,DIE LINKE,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
43.0,Arns,AfD,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
12.0,Bülbring,PIRATEN,Gemeinschaftshauptschule Friedenshöhe,Gemeinschaftshauptschule Friedenshöhe,Ennepetal,0.0
176.0,Dr. Ohlemüller,SPD,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
212.0,Trottnow,CDU,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
60.0,Kollhoff,GRÜNE,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
57.0,Frey,FDP,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
90.0,Dunker,FWE,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
16.0,Sohl,DIE LINKE,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
51.0,Scherie,AfD,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
9.0,Maeder,PIRATEN,Feuerwehrgerätehaus Külchen,Feuerwehrgerätehaus Külchen,Ennepetal,0.0
184.0,Born-Maijer,SPD,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
151.0,Olschewski,CDU,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
104.0,Mayer-Stoye,GRÜNE,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,1.0
42.0,Stübner,FDP,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
242.0,Knüppel,FWE,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
16.0,Adigüzel,DIE LINKE,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
43.0,Windmöller,AfD,Grundschule Rüggeberg,Grundschule Rüggeberg,Ennepetal,0.0
138.0,Dr. Kappe,SPD,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
132.0,Heymann,CDU,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
43.0,Stolz,GRÜNE,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
29.0,Huckenbeck,FDP,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
18.0,Chodak,FWE,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
13.0,Müller,DIE LINKE,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
39.0,Gräfe,AfD,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
7.0,Eierdanz,PIRATEN,Fa. Alfred Thun,Fa. Alfred Thun,Ennepetal,0.0
216.0,Kühnert,SPD,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
198.0,Christ,CDU,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
122.0,Hagemeier,GRÜNE,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
44.0,Klöber,FDP,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
59.0,Mittag,FWE,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
16.0,Wurm,DIE LINKE,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
36.0,Gräfe,AfD,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
4.0,von der Ley,PIRATEN,Reichenbach Gymnasium,Reichenbach Gymnasium,Ennepetal,0.0
260.0,Battenfeld,SPD,Städt. Realschule,Städt. Realschule,Ennepetal,1.0
146.0,Bremicker,CDU,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
50.0,Bioly,GRÜNE,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
33.0,Berg,FDP,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
32.0,Niebur,FWE,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
20.0,Schneider,DIE LINKE,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
29.0,Valbert-Moos,AfD,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
14.0,Schlemmer,PIRATEN,Städt. Realschule,Städt. Realschule,Ennepetal,0.0
316.0,Tigges,SPD,Schule Oberbauer,Schule Oberbauer,Ennepetal,1.0
224.0,Wegner,CDU,Schule Oberbauer,Schule Oberbauer,Ennepetal,0.0
49.0,Holtwick,GRÜNE,Schule Oberbauer,Schule Oberbauer,Ennepetal,0.0
37.0,Vaupel,FDP,Schule Oberbauer,Schule Oberbauer,Ennepetal,0.0
35.0,Hüttebräuker,FWE,Schule Oberbauer,Schule Oberbauer,Ennepetal,1.0
24.0,Struckmann,DIE LINKE,Schule Oberbauer,Schule Oberbauer,Ennepetal,0.0
21.0,Linn,PIRATEN,Schule Oberbauer,Schule Oberbauer,Ennepetal,0.0
216.0,Gockel,SPD,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
174.0,Klein,CDU,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
53.0,Hüsken,GRÜNE,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
24.0,Haas,FDP,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,1.0
30.0,Dünschede,FWE,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
41.0,Albayrak,DIE LINKE,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
40.0,Gräfe,AfD,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
15.0,Tiegs,PIRATEN,Sekundarschule Ennepetal,Sekundarschule Ennepetal,Ennepetal,0.0
278.0,Budnick,SPD,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
201.0,Werrn,CDU,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
69.0,Eilert,GRÜNE,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
68.0,Niebuhr,FDP,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
56.0,Schulte,FWE,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
16.0,Yasar,DIE LINKE,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
47.0,Thun,AfD,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
19.0,Völlmecke,PIRATEN,Haus der Begegnung,Haus der Begegnung,Ennepetal,0.0
284.0,Steinbrink,SPD,Grundschule Voerde,Grundschule Voerde,Ennepetal,1.0
174.0,Bremicker,CDU,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
77.0,Eilert,GRÜNE,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
58.0,Raab,FDP,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
53.0,Linnepe,FWE,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
32.0,Powroznik,DIE LINKE,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
23.0,Manderla,PIRATEN,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
299.0,Koretz,SPD,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
168.0,Bremicker,CDU,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
84.0,Prof. Dr. Bienert,GRÜNE,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
56.0,Siekermann,FDP,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
59.0,Imlau,FWE,Grundschule Voerde,Grundschule Voerde,Ennepetal,1.0
34.0,Eraslan,DIE LINKE,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
67.0,Braselmann,AfD,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
20.0,Heinen,PIRATEN,Grundschule Voerde,Grundschule Voerde,Ennepetal,0.0
291.0,Rauleff,SPD,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,1.0
78.0,Gollinger,CDU,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
22.0,Angerhausen,GRÜNE,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
8.0,Muck,FDP,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
28.0,Bernhard,FWE,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
14.0,Sevinc,DIE LINKE,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
4.0,Fritz,PIRATEN,Grundschule Haspetal,Grundschule Haspetal,Ennepetal,0.0
218.0,Theis,SPD,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
290.0,Kampschulte,CDU,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,1.0
37.0,Dilly,FDP,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,1.0
80.0,Rindermann,GRÜNE,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
46.0,Bockelmann,SWG/BfS,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
31.0,Celedir,DIE LINKE,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
41.0,Burbulla,DIE BÜRGER,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
9.0,Eisenhauer,BZEN,DRK-Bildungsinstitut,DRK-Bildungsinstitut,Schwelm,0.0
187.0,Weidner,SPD,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
212.0,Lusebrink,CDU,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
43.0,Beckmann,FDP,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
55.0,Placke,GRÜNE,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
47.0,Sprungmann,SWG/BfS,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
40.0,Feldmann,DIE LINKE,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
36.0,Schulz,DIE BÜRGER,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
8.0,Höpfner,BZEN,Seniorenstift St. Marien,Seniorenstift St. Marien,Schwelm,0.0
166.0,Werner,SPD,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,1.0
185.0,Zeilert,CDU,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,1.0
34.0,Walgenbach,FDP,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
66.0,Rindermann,GRÜNE,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
65.0,Kappelhoff,SWG/BfS,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
21.0,Öztürk,DIE LINKE,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
61.0,Höflich-Foss,DIE BÜRGER,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
1.0,Schmitz,BZEN,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
117.0,Oehl,SPD,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,1.0
123.0,Müller,CDU,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
17.0,Riess,FDP,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
32.0,Weckermann,GRÜNE,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
46.0,Bockelmann,SWG/BfS,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
8.0,Ferhat,DIE LINKE,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
49.0,Stutzenberger,DIE BÜRGER,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
10.0,Crämer,BZEN,Grundschule Nordstadt,Grundschule Nordstadt,Schwelm,0.0
101.0,Christoforidou,SPD,Jugendzentrum,Jugendzentrum,Schwelm,0.0
71.0,Antkowiak,CDU,Jugendzentrum,Jugendzentrum,Schwelm,0.0
12.0,Stark,FDP,Jugendzentrum,Jugendzentrum,Schwelm,1.0
16.0,Weidenfeld,GRÜNE,Jugendzentrum,Jugendzentrum,Schwelm,0.0
29.0,Kranz,SWG/BfS,Jugendzentrum,Jugendzentrum,Schwelm,1.0
28.0,Lubitz,DIE LINKE,Jugendzentrum,Jugendzentrum,Schwelm,1.0
27.0,Holländer,DIE BÜRGER,Jugendzentrum,Jugendzentrum,Schwelm,0.0
7.0,Crämer,BZEN,Jugendzentrum,Jugendzentrum,Schwelm,0.0
203.0,Wapenhans,SPD,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
194.0,Steuernagel,CDU,Christliche Gemeinde,Christliche Gemeinde,Schwelm,1.0
51.0,Meckel,FDP,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
51.0,Weidenfeld,GRÜNE,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
26.0,Stirn,SWG/BfS,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
44.0,Hein,DIE LINKE,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
64.0,Pfeffer,DIE BÜRGER,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
13.0,Höpfner,BZEN,Christliche Gemeinde,Christliche Gemeinde,Schwelm,0.0
192.0,Dr. Bock,SPD,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
197.0,Heinemann,CDU,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,1.0
43.0,Heumann-Wasserkamp,FDP,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
42.0,Abels,GRÜNE,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
45.0,Stirn,SWG/BfS,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
16.0,Seidel,DIE LINKE,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
116.0,Martin,DIE BÜRGER,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
8.0,Lohbeck,BZEN,Grundschule Möllenkotten,Grundschule Möllenkotten,Schwelm,0.0
181.0,Dr. Mayer,SPD,Pestalozzischule,Pestalozzischule,Schwelm,0.0
140.0,Sartor,CDU,Pestalozzischule,Pestalozzischule,Schwelm,1.0
24.0,Schoebel,FDP,Pestalozzischule,Pestalozzischule,Schwelm,0.0
41.0,Gießwein,GRÜNE,Pestalozzischule,Pestalozzischule,Schwelm,0.0
39.0,Braun,SWG/BfS,Pestalozzischule,Pestalozzischule,Schwelm,0.0
32.0,Elias-Nieland,DIE LINKE,Pestalozzischule,Pestalozzischule,Schwelm,0.0
43.0,Billerbeck,DIE BÜRGER,Pestalozzischule,Pestalozzischule,Schwelm,0.0
5.0,Schmidt,BZEN,Pestalozzischule,Pestalozzischule,Schwelm,0.0
103.0,Tempel,SPD,Trausaal,Trausaal,Schwelm,1.0
76.0,Nockemann,CDU,Trausaal,Trausaal,Schwelm,1.0
18.0,Leupold,FDP,Trausaal,Trausaal,Schwelm,0.0
28.0,Keilbach,GRÜNE,Trausaal,Trausaal,Schwelm,0.0
20.0,Kappelhoff,SWG/BfS,Trausaal,Trausaal,Schwelm,1.0
43.0,Feldmann,DIE LINKE,Trausaal,Trausaal,Schwelm,1.0
21.0,Martin,DIE BÜRGER,Trausaal,Trausaal,Schwelm,0.0
6.0,Theisen,BZEN,Trausaal,Trausaal,Schwelm,0.0
164.0,Dr. Hortolani,SPD,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,1.0
105.0,Nockemann,CDU,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
17.0,Bruyaka,FDP,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
33.0,Rauschtenberger,GRÜNE,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
30.0,Rippa,SWG/BfS,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
34.0,Yilmaz,DIE LINKE,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
52.0,Foss,DIE BÜRGER,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
4.0,Reinelt,BZEN,AOK Geschäftstelle,AOK Geschäftstelle,Schwelm,0.0
193.0,Lotz,SPD,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,1.0
119.0,Grüntker,CDU,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,1.0
36.0,Adelberger,FDP,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
65.0,Keilbach,GRÜNE,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
39.0,Sieker,SWG/BfS,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
40.0,Fleischmann,DIE LINKE,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
44.0,Dangl-Holländer,DIE BÜRGER,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
5.0,Crämer,BZEN,Pfarrheim St. Marien,Pfarrheim St. Marien,Schwelm,0.0
146.0,Salioras,SPD,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
155.0,Thier,CDU,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
23.0,Beckmann,FDP,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
36.0,Gein,GRÜNE,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
31.0,Kuhnert,SWG/BfS,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
20.0,Schmidt,DIE LINKE,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
52.0,Sprinz,DIE BÜRGER,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
4.0,vom Ort,BZEN,Ev. Feierabendhaus,Ev. Feierabendhaus,Schwelm,0.0
240.0,Kick,SPD,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,1.0
174.0,Flender,CDU,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
22.0,Stark,FDP,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
21.0,Hessler,GRÜNE,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
28.0,Hölscher,SWG/BfS,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
49.0,Zachow,DIE LINKE,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
50.0,Tschierse,DIE BÜRGER,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
4.0,Schüßler,BZEN,Gustav-Heinemann-Schule,Gustav-Heinemann-Schule,Schwelm,0.0
153.0,Philipp,SPD,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,1.0
141.0,Grothoff-Blum,CDU,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,1.0
56.0,Thadathil,FDP,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
29.0,Armbruster,GRÜNE,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
28.0,Cerone-Sieker,SWG/BfS,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
33.0,Richter,DIE LINKE,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
28.0,Schröder,DIE BÜRGER,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
5.0,Kleppe,BZEN,Grundschule Engelbertstraße,Grundschule Engelbertstraße,Schwelm,0.0
242.0,Schier,SPD,Bürgerbüro,Bürgerbüro,Schwelm,1.0
165.0,Rüttershoff,CDU,Bürgerbüro,Bürgerbüro,Schwelm,1.0
41.0,Poschmann,FDP,Bürgerbüro,Bürgerbüro,Schwelm,1.0
63.0,Gießwein,GRÜNE,Bürgerbüro,Bürgerbüro,Schwelm,0.0
58.0,Garn,SWG/BfS,Bürgerbüro,Bürgerbüro,Schwelm,1.0
43.0,Grabinski,DIE LINKE,Bürgerbüro,Bürgerbüro,Schwelm,0.0
95.0,Huppelsberg,DIE BÜRGER,Bürgerbüro,Bürgerbüro,Schwelm,0.0
5.0,Hülsenbeck,BZEN,Bürgerbüro,Bürgerbüro,Schwelm,0.0
163.0,Hammer,SPD,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
192.0,Rüttershoff,CDU,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,1.0
51.0,Schwunk,FDP,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,1.0
49.0,Danz,GRÜNE,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
33.0,Sprungmann,SWG/BfS,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
31.0,Richter,DIE LINKE,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
51.0,Schulz,DIE BÜRGER,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
9.0,Grunnert,BZEN,Märkisches Gymnasium,Märkisches Gymnasium,Schwelm,0.0
169.0,Dr. Kaufmann,SPD,Stadtbücherei,Stadtbücherei,Schwelm,0.0
266.0,Flüshöh,CDU,Stadtbücherei,Stadtbücherei,Schwelm,1.0
121.0,Beckenhusen,FDP,Stadtbücherei,Stadtbücherei,Schwelm,0.0
108.0,Armbruster,GRÜNE,Stadtbücherei,Stadtbücherei,Schwelm,0.0
37.0,Röllinghoff,SWG/BfS,Stadtbücherei,Stadtbücherei,Schwelm,0.0
26.0,Enke,DIE LINKE,Stadtbücherei,Stadtbücherei,Schwelm,0.0
90.0,Burbulla,DIE BÜRGER,Stadtbücherei,Stadtbücherei,Schwelm,0.0
8.0,Grunnert,BZEN,Stadtbücherei,Stadtbücherei,Schwelm,0.0
181.0,Bosselmann,SPD,Petrus-Gemeindehaus,Petrus-Gemeindehaus,Schwelm,0.0
177.0,Lenz,CDU,Petrus-Gemeindehaus,Petrus-Gemeindehaus,Schwelm,0.0
