Stimmen;Name;Partei;Wahlbezirk;Wahlbezirk ID;Stadt;Incumbent;Wahlbezirk_ID
17500;Meier;CDU;Grundschule Reelkirchen;10;Blomberg;0;10
1600;Waldow;FDP;Grundschule Reelkirchen;10;Blomberg;0;10
1800;Brose;FBvB;Grundschule Reelkirchen;10;Blomberg;0;10
9500;Arnecke;GRÜNE;Grundschule Reelkirchen;10;Blomberg;0;10
23100;Milinski;SPD;Gaststätte Zum Alten Jäger;11;Blomberg;1;11
12100;Kaminski;CDU;Gaststätte Zum Alten Jäger;11;Blomberg;0;11
1500;Zech;FDP;Gaststätte Zum Alten Jäger;11;Blomberg;0;11
2100;Hilker;FBvB;Gaststätte Zum Alten Jäger;11;Blomberg;0;11
4100;Broeker;GRÜNE;Gaststätte Zum Alten Jäger;11;Blomberg;1;11
24500;Borchard;SPD;Ehem. Schule Cappel;12;Blomberg;1;12
16500;Brandt-Rey;CDU;Ehem. Schule Cappel;12;Blomberg;1;12
4800;Brächtker;FDP;Ehem. Schule Cappel;12;Blomberg;0;12
2500;Beumer;FBvB;Ehem. Schule Cappel;12;Blomberg;0;12
5300;Wesemann;GRÜNE;Ehem. Schule Cappel;12;Blomberg;0;12
31300;Möller;SPD;Grundschule Großenmarpe;13;Blomberg;1;13
16000;Nitschmann;CDU;Grundschule Großenmarpe;13;Blomberg;1;13
4200;Betke;FDP;Grundschule Großenmarpe;13;Blomberg;0;13
6400;Hilker;FBvB;Grundschule Großenmarpe;13;Blomberg;0;13
4900;Schmeißner;GRÜNE;Grundschule Großenmarpe;13;Blomberg;0;13
14400;Schröder;SPD;Dorfgemeinschaftshaus Wellentrup;14;Blomberg;1;14
22200;Kleemann;CDU;Dorfgemeinschaftshaus Wellentrup;14;Blomberg;1;14
6000;Albrecht;FDP;Dorfgemeinschaftshaus Wellentrup;14;Blomberg;1;14
3500;Hoffmann;FBvB;Dorfgemeinschaftshaus Wellentrup;14;Blomberg;0;14
9100;Niedermeier;GRÜNE;Dorfgemeinschaftshaus Wellentrup;14;Blomberg;1;14
26300;Berghahn;SPD;Ehem. Grundschule Istrup;15;Blomberg;1;15
21500;Malzahn;CDU;Ehem. Grundschule Istrup;15;Blomberg;0;15
700;Smyrek;FDP;Ehem. Grundschule Istrup;15;Blomberg;0;15
2100;Beumer;FBvB;Ehem. Grundschule Istrup;15;Blomberg;0;15
2900;Hilgenstöhler;GRÜNE;Ehem. Grundschule Istrup;15;Blomberg;1;15
17200;Kasche;CDU;Oberbauerschaft West;1;Hüllhorst;1;1
15700;Struckmeyer;SPD;Oberbauerschaft West;1;Hüllhorst;0;1
3000;Eckersberg;GRÜNE;Oberbauerschaft West;1;Hüllhorst;0;1
700;Wieghardt;FDP;Oberbauerschaft West;1;Hüllhorst;0;1
18500;Obermeier;CDU;Oberbauerschaft Mitte;2;Hüllhorst;0;2
13400;Döpke;SPD;Oberbauerschaft Mitte;2;Hüllhorst;1;2
2100;Stöppler;GRÜNE;Oberbauerschaft Mitte;2;Hüllhorst;0;2
1000;Rüter;FDP;Oberbauerschaft Mitte;2;Hüllhorst;0;2
15700;Oevermann;CDU;Niedringhausen West;3;Hüllhorst;1;3
9500;Picker;SPD;Niedringhausen West;3;Hüllhorst;1;3
2200;Müller;GRÜNE;Niedringhausen West;3;Hüllhorst;0;3
1000;Rüter;FDP;Niedringhausen West;3;Hüllhorst;0;3
9700;Steinmeier;CDU;Niedringhausen Ost;4;Hüllhorst;0;4
11100;Hagemeister;SPD;Niedringhausen Ost;4;Hüllhorst;0;4
4000;Kopp;GRÜNE;Niedringhausen Ost;4;Hüllhorst;0;4
1000;Zeidler;FDP;Niedringhausen Ost;4;Hüllhorst;0;4
15700;Scheding;CDU;Buettendorf;5;Hüllhorst;1;5
14300;Niedringhaus;SPD;Buettendorf;5;Hüllhorst;1;5
4500;Schmidt;GRÜNE;Buettendorf;5;Hüllhorst;1;5
700;Eickmeier;FDP;Buettendorf;5;Hüllhorst;0;5
12400;Raddy;CDU;Ahlsen;6;Hüllhorst;1;6
19200;Rahe;SPD;Ahlsen;6;Hüllhorst;1;6
3000;Klare-Steinbrink;GRÜNE;Ahlsen;6;Hüllhorst;1;6
2500;Coors;FDP;Ahlsen;6;Hüllhorst;0;6
17000;Nolte;CDU;Huellhorst Nord Ahlser Feld;7;Hüllhorst;1;7
17600;Krause;SPD;Huellhorst Nord Ahlser Feld;7;Hüllhorst;1;7
4800;Högner-Klose;GRÜNE;Huellhorst Nord Ahlser Feld;7;Hüllhorst;0;7
3000;Sand;FDP;Huellhorst Nord Ahlser Feld;7;Hüllhorst;1;7
19800;Wiemann;CDU;Huellhorst Sued;8;Hüllhorst;0;8
13600;Hägerbäumer;SPD;Huellhorst Sued;8;Hüllhorst;1;8
3500;Rauer;GRÜNE;Huellhorst Sued;8;Hüllhorst;0;8
2500;Restemeier;FDP;Huellhorst Sued;8;Hüllhorst;0;8
16000;Jaeger;CDU;Huellhorst Ost;9;Hüllhorst;1;9
19200;Fißmer;SPD;Huellhorst Ost;9;Hüllhorst;1;9
3300;Maschmeier;GRÜNE;Huellhorst Ost;9;Hüllhorst;0;9
1700;Maelecke;FDP;Huellhorst Ost;9;Hüllhorst;0;9
17900;Kuhlmann;CDU;Holsen;10;Hüllhorst;0;10
31800;Hamel;SPD;Holsen;10;Hüllhorst;1;10
3500;Dreckmeier-Rahmöller;GRÜNE;Holsen;10;Hüllhorst;0;10
1600;Lübbert;FDP;Holsen;10;Hüllhorst;0;10
14300;Scheerer;CDU;Schnathorst Nord;11;Hüllhorst;1;11
14200;Maschmeier;SPD;Schnathorst Nord;11;Hüllhorst;0;11
3400;Noreick;GRÜNE;Schnathorst Nord;11;Hüllhorst;0;11
900;Birkmann;FDP;Schnathorst Nord;11;Hüllhorst;0;11
18300;Wunderlich;CDU;Schnathorst West;12;Hüllhorst;1;12
18200;Heemeier;SPD;Schnathorst West;12;Hüllhorst;1;12
5200;Friese;GRÜNE;Schnathorst West;12;Hüllhorst;1;12
1600;Brückner;FDP;Schnathorst West;12;Hüllhorst;0;12
15300;Kleine;CDU;Schnathorst Ost;13;Hüllhorst;1;13
11900;Ortmeier;SPD;Schnathorst Ost;13;Hüllhorst;1;13
3900;Krebber;GRÜNE;Schnathorst Ost;13;Hüllhorst;0;13
900;Kottmeier;FDP;Schnathorst Ost;13;Hüllhorst;0;13
16900;Sieker;CDU;Broederhausen;14;Hüllhorst;1;14
9100;Demir;SPD;Broederhausen;14;Hüllhorst;1;14
2800;Schumacher;GRÜNE;Broederhausen;14;Hüllhorst;0;14
700;Eickmeier;FDP;Broederhausen;14;Hüllhorst;0;14
19000;Rettberg;CDU;Tengern;15;Hüllhorst;1;15
16600;Schewe;SPD;Tengern;15;Hüllhorst;1;15
2300;Kröker;GRÜNE;Tengern;15;Hüllhorst;0;15
900;Wieghardt;FDP;Tengern;15;Hüllhorst;0;15
17000;Kröger;CDU;Tengerholz;16;Hüllhorst;1;16
12200;Asmus;SPD;Tengerholz;16;Hüllhorst;1;16
5500;Stegmann;GRÜNE;Tengerholz;16;Hüllhorst;0;16
2500;Wieghardt;FDP;Tengerholz;16;Hüllhorst;0;16
43300;Rahnenführer;SPD;Barkhausen Sued;1;Porta Westfalica;1;1
27500;Brandt;CDU;Barkhausen Sued;1;Porta Westfalica;1;1
13100;Müller-Dieker;FDP;Barkhausen Sued;1;Porta Westfalica;1;1
11300;Wieland;GRÜNE;Barkhausen Sued;1;Porta Westfalica;0;1
3000;Herrmann;REP;Barkhausen Sued;1;Porta Westfalica;0;1
45100;Horstmeier;SPD;Barkhausen Nord;2;Porta Westfalica;1;2
25600;Gennrich;CDU;Barkhausen Nord;2;Porta Westfalica;0;2
6400;Niehaus;FDP;Barkhausen Nord;2;Porta Westfalica;0;2
10800;Weber;GRÜNE;Barkhausen Nord;2;Porta Westfalica;1;2
1400;Müller;REP;Barkhausen Nord;2;Porta Westfalica;0;2
28000;Fromme;SPD;Neesen;3;Porta Westfalica;1;3
23900;Scholz;CDU;Neesen;3;Porta Westfalica;1;3
6700;Matthies;FDP;Neesen;3;Porta Westfalica;0;3
9400;Hövert;GRÜNE;Neesen;3;Porta Westfalica;0;3
1100;Holland-Jobb;REP;Neesen;3;Porta Westfalica;0;3
34700;Beyerlein;SPD;Neu Lerbeck;4;Porta Westfalica;0;4
21900;Wienczny;CDU;Neu Lerbeck;4;Porta Westfalica;0;4
3700;Wolf;FDP;Neu Lerbeck;4;Porta Westfalica;0;4
8300;Sasse;GRÜNE;Neu Lerbeck;4;Porta Westfalica;0;4
1800;Pingel;REP;Neu Lerbeck;4;Porta Westfalica;0;4
28400;Rohn;SPD;Neesen Lerbeck;5;Porta Westfalica;1;5
25000;Baberske;CDU;Neesen Lerbeck;5;Porta Westfalica;1;5
4700;Seele;FDP;Neesen Lerbeck;5;Porta Westfalica;0;5
8900;Wienströer;GRÜNE;Neesen Lerbeck;5;Porta Westfalica;0;5
3000;Emde;REP;Neesen Lerbeck;5;Porta Westfalica;0;5
46200;Homeier;SPD;Nammen;6;Porta Westfalica;1;6
30800;Schmakeit;CDU;Nammen;6;Porta Westfalica;0;6
5900;Hohmeier-Bierwirth;FDP;Nammen;6;Porta Westfalica;0;6
10600;Schrader;GRÜNE;Nammen;6;Porta Westfalica;0;6
1900;Ahlert;REP;Nammen;6;Porta Westfalica;0;6
27800;Wehking;SPD;Wuelpke Kleinenbremen West;7;Porta Westfalica;1;7
17300;Staab;CDU;Wuelpke Kleinenbremen West;7;Porta Westfalica;1;7
7500;Bierwirth;FDP;Wuelpke Kleinenbremen West;7;Porta Westfalica;0;7
8000;Haselau;GRÜNE;Wuelpke Kleinenbremen West;7;Porta Westfalica;0;7
1500;Oestreich;REP;Wuelpke Kleinenbremen West;7;Porta Westfalica;0;7
28400;Besser;SPD;Kleinenbremen;8;Porta Westfalica;1;8
12900;Sill;CDU;Kleinenbremen;8;Porta Westfalica;0;8
4100;Engelking;FDP;Kleinenbremen;8;Porta Westfalica;1;8
8000;Haselau;GRÜNE;Kleinenbremen;8;Porta Westfalica;0;8
900;Burzlaff;REP;Kleinenbremen;8;Porta Westfalica;0;8
5600;Müller;Einzelbewerber;Kleinenbremen;8;Porta Westfalica;0;8
36200;Vogt;SPD;Eisbergen Ost Eisbergen Fuelme;9;Porta Westfalica;1;9
16500;Bülte;CDU;Eisbergen Ost Eisbergen Fuelme;9;Porta Westfalica;0;9
2500;Janssen;FDP;Eisbergen Ost Eisbergen Fuelme;9;Porta Westfalica;0;9
4600;Becker;GRÜNE;Eisbergen Ost Eisbergen Fuelme;9;Porta Westfalica;1;9
1100;Wömpner;REP;Eisbergen Ost Eisbergen Fuelme;9;Porta Westfalica;0;9
36300;Schmeding;SPD;Eisbergen West;10;Porta Westfalica;1;10
23300;Prasuhn;CDU;Eisbergen West;10;Porta Westfalica;1;10
3100;Scholle-Branahl;FDP;Eisbergen West;10;Porta Westfalica;0;10
9700;Becker;GRÜNE;Eisbergen West;10;Porta Westfalica;0;10
2200;Müller;REP;Eisbergen West;10;Porta Westfalica;0;10
36000;Donnecker;SPD;Veltheim;11;Porta Westfalica;1;11
40200;Schmeding;CDU;Veltheim;11;Porta Westfalica;1;11
5600;Matz;FDP;Veltheim;11;Porta Westfalica;0;11
7100;Hauenschild;GRÜNE;Veltheim;11;Porta Westfalica;0;11
1600;Marsch;REP;Veltheim;11;Porta Westfalica;1;11
46000;Backhaus;SPD;Moellbergen Vennebecker Bruch;12;Porta Westfalica;0;12
23500;Schmeding;CDU;Moellbergen Vennebecker Bruch;12;Porta Westfalica;1;12
3300;Seidel;FDP;Moellbergen Vennebecker Bruch;12;Porta Westfalica;0;12
6200;Gieseking;GRÜNE;Moellbergen Vennebecker Bruch;12;Porta Westfalica;0;12
2400;Schröder;REP;Moellbergen Vennebecker Bruch;12;Porta Westfalica;0;12
44500;Linder;SPD;Holtrup Vennebeck Costedt;13;Porta Westfalica;1;13
22900;Vogel;CDU;Holtrup Vennebeck Costedt;13;Porta Westfalica;0;13
4700;Müller;FDP;Holtrup Vennebeck Costedt;13;Porta Westfalica;0;13
16800;Dr. Arnold;GRÜNE;Holtrup Vennebeck Costedt;13;Porta Westfalica;1;13
2800;Oestreich;REP;Holtrup Vennebeck Costedt;13;Porta Westfalica;0;13
31700;Huck;SPD;Holzhausen Hitzepohl;14;Porta Westfalica;1;14
18500;Bruckschen;CDU;Holzhausen Hitzepohl;14;Porta Westfalica;0;14
3500;Hinz;FDP;Holzhausen Hitzepohl;14;Porta Westfalica;0;14
9100;Poprawa;GRÜNE;Holzhausen Hitzepohl;14;Porta Westfalica;0;14
1400;Kuckuk;REP;Holzhausen Hitzepohl;14;Porta Westfalica;0;14
31400;Geffert;SPD;Holzhausen;15;Porta Westfalica;1;15
26700;Traue;CDU;Holzhausen;15;Porta Westfalica;1;15
7800;Neitmann;FDP;Holzhausen;15;Porta Westfalica;1;15
10600;Hauenschild;GRÜNE;Holzhausen;15;Porta Westfalica;1;15
2200;Aß;REP;Holzhausen;15;Porta Westfalica;0;15
35400;Marggraf;SPD;Hausberge Findel;16;Porta Westfalica;0;16
20900;Sandmann;CDU;Hausberge Findel;16;Porta Westfalica;0;16
8400;Pottkamp;FDP;Hausberge Findel;16;Porta Westfalica;0;16
14700;Wieland;GRÜNE;Hausberge Findel;16;Porta Westfalica;0;16
3000;Pflug;REP;Hausberge Findel;16;Porta Westfalica;0;16
27500;Achilles;SPD;Hausberge Mitte;17;Porta Westfalica;1;17
23300;Klenke;CDU;Hausberge Mitte;17;Porta Westfalica;1;17
7400;Wolf;FDP;Hausberge Mitte;17;Porta Westfalica;0;17
8500;Hartmann;GRÜNE;Hausberge Mitte;17;Porta Westfalica;0;17
2200;Jennebach;REP;Hausberge Mitte;17;Porta Westfalica;0;17
26600;Berg;SPD;Hausberge Nord;18;Porta Westfalica;0;18
22600;Engels;CDU;Hausberge Nord;18;Porta Westfalica;1;18
19000;Polte;FDP;Hausberge Nord;18;Porta Westfalica;0;18
13200;Hansing;GRÜNE;Hausberge Nord;18;Porta Westfalica;0;18
2900;Kramer;REP;Hausberge Nord;18;Porta Westfalica;0;18
31900;Wehling;SPD;Lohfeld Veltheim Nord;19;Porta Westfalica;1;19
26200;Klocke;CDU;Lohfeld Veltheim Nord;19;Porta Westfalica;1;19
5800;Tebbe;FDP;Lohfeld Veltheim Nord;19;Porta Westfalica;0;19
10400;Deppe;GRÜNE;Lohfeld Veltheim Nord;19;Porta Westfalica;0;19
1900;Finger;REP;Lohfeld Veltheim Nord;19;Porta Westfalica;0;19
11900;Möllers;CDU;Wahlbezirk;;Altenbeken;1;
15300;Rode;SPD;Wahlbezirk;;Altenbeken;1;
3000;Pothmann;GRÜNE;Wahlbezirk;;Altenbeken;1;
300;Franzsander;FDP;Wahlbezirk;;Altenbeken;0;
11600;Kriegesmann;CDU;Wahlbezirk;;Altenbeken;0;
11700;Fehse;SPD;Wahlbezirk;;Altenbeken;1;
4900;Fernhomberg-Hennemann;GRÜNE;Wahlbezirk;;Altenbeken;0;
1200;Cillessen;ABA;Wahlbezirk;;Altenbeken;0;
1400;Koch;FDP;Wahlbezirk;;Altenbeken;0;
14100;Göllner;CDU;Wahlbezirk;;Altenbeken;1;
10800;Lauth;SPD;Wahlbezirk;;Altenbeken;0;
3000;Hennemann;GRÜNE;Wahlbezirk;;Altenbeken;0;
1300;Reimann;ABA;Wahlbezirk;;Altenbeken;0;
500;Pühse;FDP;Wahlbezirk;;Altenbeken;0;
14000;Weber;CDU;Wahlbezirk;;Altenbeken;0;
14500;Kersting;SPD;Wahlbezirk;;Altenbeken;1;
2800;Walter;GRÜNE;Wahlbezirk;;Altenbeken;0;
400;Schmidt;ABA;Wahlbezirk;;Altenbeken;0;
800;Drewes;FDP;Wahlbezirk;;Altenbeken;0;
14300;Möbuß;CDU;Wahlbezirk;;Altenbeken;1;
8000;Tilly;SPD;Wahlbezirk;;Altenbeken;1;
1800;Michler;GRÜNE;Wahlbezirk;;Altenbeken;0;
700;Bolbrock;ABA;Wahlbezirk;;Altenbeken;0;
1000;Schuh;FDP;Wahlbezirk;;Altenbeken;0;
17400;Schäfers;CDU;Wahlbezirk;;Altenbeken;1;
13300;Jansen;SPD;Wahlbezirk;;Altenbeken;0;
3100;Driller;GRÜNE;Wahlbezirk;;Altenbeken;0;
1200;Strohmeier;ABA;Wahlbezirk;;Altenbeken;0;
1400;Stoppel;FDP;Wahlbezirk;;Altenbeken;0;
15700;Wittke;CDU;Wahlbezirk;;Altenbeken;1;
15700;Busch;SPD;Wahlbezirk;;Altenbeken;1;
2400;Schulz-Noszka;GRÜNE;Wahlbezirk;;Altenbeken;0;
700;Falcone;ABA;Wahlbezirk;;Altenbeken;0;
600;Göke;FDP;Wahlbezirk;;Altenbeken;0;
9400;Möbuß;CDU;Wahlbezirk;;Altenbeken;0;
13100;Besser;SPD;Wahlbezirk;;Altenbeken;1;
2600;Gaida;GRÜNE;Wahlbezirk;;Altenbeken;0;
2200;Wegener;ABA;Wahlbezirk;;Altenbeken;0;
700;Vogt;FDP;Wahlbezirk;;Altenbeken;0;
16000;Bendix;CDU;Wahlbezirk;;Altenbeken;1;
8800;Baur;SPD;Wahlbezirk;;Altenbeken;0;
2600;Stach;GRÜNE;Wahlbezirk;;Altenbeken;1;
1200;Niewels;ABA;Wahlbezirk;;Altenbeken;0;
300;Siemonsmeier;FDP;Wahlbezirk;;Altenbeken;0;
18600;Meier-Rohde;CDU;Wahlbezirk;;Altenbeken;1;
5600;Rössing;SPD;Wahlbezirk;;Altenbeken;1;
1800;Lohberg;GRÜNE;Wahlbezirk;;Altenbeken;0;
2500;Bannenberg;ABA;Wahlbezirk;;Altenbeken;0;
500;Rüther;FDP;Wahlbezirk;;Altenbeken;0;
12700;Striewe;CDU;Wahlbezirk;;Altenbeken;1;
10900;Singerhoff;SPD;Wahlbezirk;;Altenbeken;0;
3900;Dr.-Ing. Wiemers;GRÜNE;Wahlbezirk;;Altenbeken;0;
2200;Lütkemeyer;ABA;Wahlbezirk;;Altenbeken;0;
1100;Wetter;FDP;Wahlbezirk;;Altenbeken;0;
18300;Böddeker;CDU;Wahlbezirk;;Altenbeken;1;
13800;Striewe;SPD;Wahlbezirk;;Altenbeken;1;
2800;Sommer;GRÜNE;Wahlbezirk;;Altenbeken;0;
1700;Keuter;ABA;Wahlbezirk;;Altenbeken;1;
800;Eikel;FDP;Wahlbezirk;;Altenbeken;0;
20000;Stiewe;CDU;Wahlbezirk;;Altenbeken;1;
11300;Klute;SPD;Wahlbezirk;;Altenbeken;1;
1700;Dr. Kaibel;GRÜNE;Wahlbezirk;;Altenbeken;0;
200;Runge;ABA;Wahlbezirk;;Altenbeken;0;
200;Mertens;FDP;Wahlbezirk;;Altenbeken;0;
17600;Lütkemeier;CDU;Wahlbezirk;;Altenbeken;1;
9300;Meyer;SPD;Wahlbezirk;;Altenbeken;1;
3600;Kaibel;GRÜNE;Wahlbezirk;;Altenbeken;1;
400;Sarsur;ABA;Wahlbezirk;;Altenbeken;0;
200;Eikel;FDP;Wahlbezirk;;Altenbeken;0;
41500;Hansmeier;CDU;Wahlbezirk;;Delbrück;1;
8800;Hecker;FDP;Wahlbezirk;;Delbrück;0;
8200;Brieger;SPD;Wahlbezirk;;Delbrück;0;
9200;Burkert;GRÜNE;Wahlbezirk;;Delbrück;0;
47200;Hüllmann;CDU;Wahlbezirk;;Delbrück;1;
12800;Protte;FDP;Wahlbezirk;;Delbrück;0;
21300;Haase;SPD;Wahlbezirk;;Delbrück;1;
7800;Mathias;GRÜNE;Wahlbezirk;;Delbrück;0;
50400;Wieners;CDU;Wahlbezirk;;Delbrück;0;
8400;Skirde;FDP;Wahlbezirk;;Delbrück;1;
10500;Büdeker;SPD;Wahlbezirk;;Delbrück;1;
11400;Grünau;GRÜNE;Wahlbezirk;;Delbrück;0;
30700;Sagemüller;CDU;Wahlbezirk;;Delbrück;1;
13000;Özmen;FDP;Wahlbezirk;;Delbrück;1;
8200;Kückmann;SPD;Wahlbezirk;;Delbrück;0;
10100;Köllner;GRÜNE;Wahlbezirk;;Delbrück;1;
41000;Scheller;CDU;Wahlbezirk;;Delbrück;0;
10100;Robrecht;FDP;Wahlbezirk;;Delbrück;0;
11800;Kablo;SPD;Wahlbezirk;;Delbrück;0;
11000;Lange;GRÜNE;Wahlbezirk;;Delbrück;1;
42700;Ragert;CDU;Wahlbezirk;;Delbrück;0;
7500;Hansel;FDP;Wahlbezirk;;Delbrück;1;
16000;Wiechers;SPD;Wahlbezirk;;Delbrück;0;
8800;Westermeyer-Böse;GRÜNE;Wahlbezirk;;Delbrück;0;
14300;Freise;CDU;Wahlbezirk;;Delbrück;0;
33100;Michaelis;FDP;Wahlbezirk;;Delbrück;1;
4800;Hils;SPD;Wahlbezirk;;Delbrück;0;
2800;Mathias;GRÜNE;Wahlbezirk;;Delbrück;0;
31200;Hüllmann;CDU;Wahlbezirk;;Delbrück;0;
17900;Michaelis;FDP;Wahlbezirk;;Delbrück;1;
2900;Merle;SPD;Wahlbezirk;;Delbrück;0;
2500;Baitinger;GRÜNE;Wahlbezirk;;Delbrück;0;
52200;Sasse;CDU;Wahlbezirk;;Delbrück;0;
6400;Tuschen;FDP;Wahlbezirk;;Delbrück;0;
11000;Bolte;SPD;Wahlbezirk;;Delbrück;0;
5100;Baitinger;GRÜNE;Wahlbezirk;;Delbrück;0;
56300;Schormann;CDU;Wahlbezirk;;Delbrück;0;
5500;Lübbers;FDP;Wahlbezirk;;Delbrück;1;
9600;Meibeck;SPD;Wahlbezirk;;Delbrück;0;
5800;Schwarzenberg;GRÜNE;Wahlbezirk;;Delbrück;0;
45600;Knapp;CDU;Wahlbezirk;;Delbrück;1;
1000;Tuschen;FDP;Wahlbezirk;;Delbrück;0;
3900;Kersting;SPD;Wahlbezirk;;Delbrück;0;
4400;Lippegaus-Grünau;GRÜNE;Wahlbezirk;;Delbrück;0;
59900;Lindhauer;CDU;Wahlbezirk;;Delbrück;1;
5400;Scheibe;FDP;Wahlbezirk;;Delbrück;0;
6100;Wiebeler;SPD;Wahlbezirk;;Delbrück;0;
7700;Dr. Grünau;GRÜNE;Wahlbezirk;;Delbrück;0;
46500;Sandbothe;CDU;Wahlbezirk;;Delbrück;1;
6600;Ringkamp;FDP;Wahlbezirk;;Delbrück;0;
4300;Barlen;SPD;Wahlbezirk;;Delbrück;0;
3300;Baitinger;GRÜNE;Wahlbezirk;;Delbrück;0;
49100;Werner;CDU;Wahlbezirk;;Delbrück;0;
11500;Sporkmann;FDP;Wahlbezirk;;Delbrück;0;
8500;Hagenbrock;SPD;Wahlbezirk;;Delbrück;0;
7200;Wrona;GRÜNE;Wahlbezirk;;Delbrück;0;
51700;Papenheinrich;CDU;Wahlbezirk;;Delbrück;1;
3700;Skirde;FDP;Wahlbezirk;;Delbrück;0;
4100;Timimi;SPD;Wahlbezirk;;Delbrück;0;
6000;Matthis;GRÜNE;Wahlbezirk;;Delbrück;0;
40900;Hellvoigt;CDU;Wahlbezirk;;Delbrück;1;
4700;Seyfarth;FDP;Wahlbezirk;;Delbrück;1;
10900;Günther;SPD;Wahlbezirk;;Delbrück;1;
7600;Lange;GRÜNE;Wahlbezirk;;Delbrück;0;
43700;Maduch;CDU;Wahlbezirk;;Delbrück;0;
6800;Lampe;FDP;Wahlbezirk;;Delbrück;0;
7600;Drake;SPD;Wahlbezirk;;Delbrück;0;
6100;Stamm;GRÜNE;Wahlbezirk;;Delbrück;0;
25700;Hänsel;CDU;Wahlbezirk;;Delbrück;0;
4000;Rump;FDP;Wahlbezirk;;Delbrück;0;
16800;Schmitz;SPD;Wahlbezirk;;Delbrück;0;
7500;Konuk;GRÜNE;Wahlbezirk;;Delbrück;0;
30500;Grothoff;CDU;Wahlbezirk;;Delbrück;0;
5500;Köthenbürger;FDP;Wahlbezirk;;Delbrück;0;
9700;Grillenberger;SPD;Wahlbezirk;;Delbrück;0;
5600;Konuk;GRÜNE;Wahlbezirk;;Delbrück;0;
40100;Deppe;CDU;Mantinghausen;1;Salzkotten;1;1
3700;Simon;SPD;Mantinghausen;1;Salzkotten;0;1
1000;Sonntag;FDP;Mantinghausen;1;Salzkotten;0;1
3000;Graefe;GRÜNE;Mantinghausen;1;Salzkotten;0;1
1500;Nicolao;DIE LINKE;Mantinghausen;1;Salzkotten;0;1
27500;Krause;CDU;Niederntudorf I;2;Salzkotten;1;2
11600;Peter;SPD;Niederntudorf I;2;Salzkotten;0;2
4300;Hoffmann;FDP;Niederntudorf I;2;Salzkotten;0;2
9200;Herzog;GRÜNE;Niederntudorf I;2;Salzkotten;0;2
2900;Drewer;DIE LINKE;Niederntudorf I;2;Salzkotten;0;2
29900;Niggemeier;CDU;Niederntudorf I I;3;Salzkotten;1;3
12200;Lindenblatt;SPD;Niederntudorf I I;3;Salzkotten;0;3
3500;Antolino;FDP;Niederntudorf I I;3;Salzkotten;0;3
7200;Wilmes;GRÜNE;Niederntudorf I I;3;Salzkotten;0;3
2600;Becker;DIE LINKE;Niederntudorf I I;3;Salzkotten;0;3
37200;Wessel;CDU;Oberntudorf;4;Salzkotten;1;4
9500;Dr. Osthoff;SPD;Oberntudorf;4;Salzkotten;1;4
5300;Hoffmann;FDP;Oberntudorf;4;Salzkotten;1;4
5200;Stelbrink;GRÜNE;Oberntudorf;4;Salzkotten;1;4
3200;Freesmeier;DIE LINKE;Oberntudorf;4;Salzkotten;0;4
28000;Menke;CDU;Salzkotten I;5;Salzkotten;1;5
16500;Dr. Czaniera;SPD;Salzkotten I;5;Salzkotten;0;5
3600;Dobers;FDP;Salzkotten I;5;Salzkotten;0;5
8100;Streicher;GRÜNE;Salzkotten I;5;Salzkotten;0;5
3000;Ernst;DIE LINKE;Salzkotten I;5;Salzkotten;1;5
26600;Goßen;CDU;Salzkotten I I;6;Salzkotten;1;6
19200;Sprink;SPD;Salzkotten I I;6;Salzkotten;1;6
3100;Heineke;FDP;Salzkotten I I;6;Salzkotten;0;6
5100;Birkelbach;GRÜNE;Salzkotten I I;6;Salzkotten;0;6
4600;Nicolao;DIE LINKE;Salzkotten I I;6;Salzkotten;0;6
32600;Schlune;CDU;Salzkotten I I I;7;Salzkotten;1;7
19800;Spranke;SPD;Salzkotten I I I;7;Salzkotten;1;7
2700;Heineke;FDP;Salzkotten I I I;7;Salzkotten;0;7
4900;Kleibohm;GRÜNE;Salzkotten I I I;7;Salzkotten;0;7
2500;Ahle;DIE LINKE;Salzkotten I I I;7;Salzkotten;0;7
32600;Stracke;CDU;Salzkotten I V;8;Salzkotten;1;8
15400;Dittrich;SPD;Salzkotten I V;8;Salzkotten;0;8
4000;Hoffmann;FDP;Salzkotten I V;8;Salzkotten;0;8
6900;Birkelbach;GRÜNE;Salzkotten I V;8;Salzkotten;0;8
2000;Ahle;DIE LINKE;Salzkotten I V;8;Salzkotten;0;8
30400;Keuper;CDU;Salzkotten V;9;Salzkotten;1;9
11300;Stein;SPD;Salzkotten V;9;Salzkotten;1;9
4700;Schrewe;FDP;Salzkotten V;9;Salzkotten;1;9
4600;Kemper;GRÜNE;Salzkotten V;9;Salzkotten;1;9
3500;Becker;DIE LINKE;Salzkotten V;9;Salzkotten;0;9
29700;Ruprecht;CDU;Salzkotten V I;10;Salzkotten;1;10
7300;Meschede;SPD;Salzkotten V I;10;Salzkotten;0;10
3700;Hoffmann;FDP;Salzkotten V I;10;Salzkotten;0;10
8000;Svensson;GRÜNE;Salzkotten V I;10;Salzkotten;1;10
1600;Borgmeier;DIE LINKE;Salzkotten V I;10;Salzkotten;0;10
37500;Fechtler;CDU;Salzkotten V I I;11;Salzkotten;1;11
11400;van den Bogaert;SPD;Salzkotten V I I;11;Salzkotten;0;11
