Stimmen;Name;Partei;Wahlbezirk;Wahlbezirk ID;Stadt;Incumbent;Wahlbezirk_ID
39800;Graber;CDU;Flachsbleiche Sperberstr;1;Kaarst;1;1
22800;Kühl;SPD;Flachsbleiche Sperberstr;1;Kaarst;0;1
10400;Link-Schnitzler;GRÜNE;Flachsbleiche Sperberstr;1;Kaarst;0;1
5500;Zachel;FDP;Flachsbleiche Sperberstr;1;Kaarst;1;1
3600;Kraft;UWG Kaarst;Flachsbleiche Sperberstr;1;Kaarst;0;1
2500;Theberath;ZENTRUM;Flachsbleiche Sperberstr;1;Kaarst;0;1
4700;Altinli;DIE LINKE;Flachsbleiche Sperberstr;1;Kaarst;0;1
4400;Rausch;AfD;Flachsbleiche Sperberstr;1;Kaarst;1;1
2400;Friedländer;PIRATEN;Flachsbleiche Sperberstr;1;Kaarst;0;1
49500;Treger;CDU;Karlsforster Str Jahnstr;2;Kaarst;1;2
15600;Palmen;SPD;Karlsforster Str Jahnstr;2;Kaarst;0;2
15300;Jens;GRÜNE;Karlsforster Str Jahnstr;2;Kaarst;0;2
6200;Zhang;FDP;Karlsforster Str Jahnstr;2;Kaarst;0;2
2800;Zippelius;UWG Kaarst;Karlsforster Str Jahnstr;2;Kaarst;0;2
1800;Sohn;ZENTRUM;Karlsforster Str Jahnstr;2;Kaarst;0;2
1500;Pauen;PIRATEN;Karlsforster Str Jahnstr;2;Kaarst;0;2
35200;Thönißen;CDU;Altes Dorf;3;Kaarst;1;3
12900;Lempke;SPD;Altes Dorf;3;Kaarst;0;3
8300;Köppe;GRÜNE;Altes Dorf;3;Kaarst;1;3
5800;Ramirez Ziegler;FDP;Altes Dorf;3;Kaarst;0;3
2000;Klukas;UWG Kaarst;Altes Dorf;3;Kaarst;0;3
3400;Hebben;ZENTRUM;Altes Dorf;3;Kaarst;0;3
2500;Altunlu;DIE LINKE;Altes Dorf;3;Kaarst;0;3
2400;Peter;AfD;Altes Dorf;3;Kaarst;0;3
1600;Specht;PIRATEN;Altes Dorf;3;Kaarst;0;3
38300;Zelleröhr;CDU;Broicherseite Am Hoverkamp;4;Kaarst;1;4
15200;Kuhlmeier;SPD;Broicherseite Am Hoverkamp;4;Kaarst;1;4
6700;Wieland;GRÜNE;Broicherseite Am Hoverkamp;4;Kaarst;0;4
4000;Dr. Thywissen;FDP;Broicherseite Am Hoverkamp;4;Kaarst;1;4
1600;Dr. Klukas;UWG Kaarst;Broicherseite Am Hoverkamp;4;Kaarst;1;4
1400;Mönch;ZENTRUM;Broicherseite Am Hoverkamp;4;Kaarst;0;4
2300;Brunstein;DIE LINKE;Broicherseite Am Hoverkamp;4;Kaarst;0;4
3100;Peter;AfD;Broicherseite Am Hoverkamp;4;Kaarst;0;4
2200;Skopp;PIRATEN;Broicherseite Am Hoverkamp;4;Kaarst;0;4
39200;Sülzenfuß;CDU;Broicherdorf;5;Kaarst;1;5
19300;Jakob;SPD;Broicherdorf;5;Kaarst;0;5
11500;Christoph;GRÜNE;Broicherdorf;5;Kaarst;0;5
5700;Vogel;FDP;Broicherdorf;5;Kaarst;0;5
3400;Zippelius;UWG Kaarst;Broicherdorf;5;Kaarst;0;5
2000;Pfaar;ZENTRUM;Broicherdorf;5;Kaarst;0;5
3900;Keser;DIE LINKE;Broicherdorf;5;Kaarst;0;5
4500;Straus;AfD;Broicherdorf;5;Kaarst;0;5
1700;Eibich;PIRATEN;Broicherdorf;5;Kaarst;0;5
38800;Ladeck;CDU;Eichendorffstr Am Bisgeshof;6;Kaarst;1;6
13800;Kühl;SPD;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
11900;Dr. Wrobel;GRÜNE;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
6900;Boestfleisch;FDP;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
4200;Tückmantel;UWG Kaarst;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
2900;Schmitz;ZENTRUM;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
2900;Rosemann;DIE LINKE;Eichendorffstr Am Bisgeshof;6;Kaarst;1;6
1200;Saitzek;PIRATEN;Eichendorffstr Am Bisgeshof;6;Kaarst;0;6
44700;Kotzian;CDU;Windvogt Martinusstr;7;Kaarst;0;7
12400;Ekici;SPD;Windvogt Martinusstr;7;Kaarst;1;7
11200;Markert;GRÜNE;Windvogt Martinusstr;7;Kaarst;0;7
5700;Kischkat;FDP;Windvogt Martinusstr;7;Kaarst;0;7
1600;Bieker;UWG Kaarst;Windvogt Martinusstr;7;Kaarst;0;7
1900;Becht;ZENTRUM;Windvogt Martinusstr;7;Kaarst;0;7
1900;Ercan;DIE LINKE;Windvogt Martinusstr;7;Kaarst;0;7
3000;Fellowes;AfD;Windvogt Martinusstr;7;Kaarst;0;7
1300;Wetzler;PIRATEN;Windvogt Martinusstr;7;Kaarst;1;7
47600;Otterbein;CDU;Gruenstr Maubisstr;8;Kaarst;0;8
17000;Hartings;SPD;Gruenstr Maubisstr;8;Kaarst;1;8
11300;Neubauer;GRÜNE;Gruenstr Maubisstr;8;Kaarst;0;8
8900;Löhler;FDP;Gruenstr Maubisstr;8;Kaarst;0;8
3000;Heyer;UWG Kaarst;Gruenstr Maubisstr;8;Kaarst;0;8
2600;Hornby;ZENTRUM;Gruenstr Maubisstr;8;Kaarst;0;8
400;Rajda;DIE LINKE;Gruenstr Maubisstr;8;Kaarst;0;8
2100;Crefeld;AfD;Gruenstr Maubisstr;8;Kaarst;0;8
2200;Pauen;PIRATEN;Gruenstr Maubisstr;8;Kaarst;0;8
36300;Schulze Bomke-Vossschulte;CDU;Kampstr Lange Hecke;9;Kaarst;1;9
15400;Reuter;SPD;Kampstr Lange Hecke;9;Kaarst;0;9
10900;Molzberger;GRÜNE;Kampstr Lange Hecke;9;Kaarst;1;9
6200;Dr. Blechschmidt;FDP;Kampstr Lange Hecke;9;Kaarst;0;9
900;Klukas;UWG Kaarst;Kampstr Lange Hecke;9;Kaarst;0;9
2300;Schmitz;ZENTRUM;Kampstr Lange Hecke;9;Kaarst;0;9
1700;Hoffmann;DIE LINKE;Kampstr Lange Hecke;9;Kaarst;0;9
4600;Robertz;AfD;Kampstr Lange Hecke;9;Kaarst;0;9
1300;Dr. van Lück;PIRATEN;Kampstr Lange Hecke;9;Kaarst;0;9
40400;Finger;CDU;Rob Koch Str Hinterfeld;10;Kaarst;1;10
19600;Hartings;SPD;Rob Koch Str Hinterfeld;10;Kaarst;0;10
12200;Konzelmann;GRÜNE;Rob Koch Str Hinterfeld;10;Kaarst;0;10
8500;Dr. Maring;FDP;Rob Koch Str Hinterfeld;10;Kaarst;1;10
2200;Drüeke;UWG Kaarst;Rob Koch Str Hinterfeld;10;Kaarst;0;10
4200;Otte;ZENTRUM;Rob Koch Str Hinterfeld;10;Kaarst;1;10
2200;Rosemann;DIE LINKE;Rob Koch Str Hinterfeld;10;Kaarst;0;10
2300;Mischke Ramirez;AfD;Rob Koch Str Hinterfeld;10;Kaarst;0;10
700;Pauen;PIRATEN;Rob Koch Str Hinterfeld;10;Kaarst;0;10
39800;Thißen;CDU;Girmes Kreuz Str Erftstr;11;Kaarst;1;11
18900;Kühl;SPD;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
13100;Gaumitz;GRÜNE;Girmes Kreuz Str Erftstr;11;Kaarst;1;11
7800;Frisch;FDP;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
2300;Dr. Kalthoff;UWG Kaarst;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
1200;Eickelmann;ZENTRUM;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
2600;Irgat;DIE LINKE;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
3500;Dr. Schäfer;AfD;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
1400;Brings;PIRATEN;Girmes Kreuz Str Erftstr;11;Kaarst;0;11
35800;Schell;CDU;Badenia Danziger Str;12;Kaarst;1;12
15600;Lempke;SPD;Badenia Danziger Str;12;Kaarst;0;12
13900;Michael-Fränzel;GRÜNE;Badenia Danziger Str;12;Kaarst;1;12
8700;Bandermann;FDP;Badenia Danziger Str;12;Kaarst;0;12
4400;Fleck;UWG Kaarst;Badenia Danziger Str;12;Kaarst;0;12
3300;Schmitz;ZENTRUM;Badenia Danziger Str;12;Kaarst;0;12
2300;Rottinghaus;DIE LINKE;Badenia Danziger Str;12;Kaarst;0;12
3700;Thomasen;AfD;Badenia Danziger Str;12;Kaarst;0;12
2100;Verges;PIRATEN;Badenia Danziger Str;12;Kaarst;0;12
35600;John;CDU;Schiefbahner Kleinenbroicher;13;Kaarst;1;13
16400;Rottländer;SPD;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
13800;Schröder;GRÜNE;Schiefbahner Kleinenbroicher;13;Kaarst;1;13
7100;Wilsch;FDP;Schiefbahner Kleinenbroicher;13;Kaarst;1;13
7700;Sampers;UWG Kaarst;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
3700;Siegers;ZENTRUM;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
1300;Aplak;DIE LINKE;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
2400;Niemer;AfD;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
800;Schnell;PIRATEN;Schiefbahner Kleinenbroicher;13;Kaarst;0;13
43600;Milde;CDU;Linning Alt Vorst;14;Kaarst;1;14
12600;Weingran;SPD;Linning Alt Vorst;14;Kaarst;1;14
18500;Begerau;GRÜNE;Linning Alt Vorst;14;Kaarst;0;14
6600;Witthaut;FDP;Linning Alt Vorst;14;Kaarst;0;14
4900;Henschel;UWG Kaarst;Linning Alt Vorst;14;Kaarst;0;14
6700;Gockel;ZENTRUM;Linning Alt Vorst;14;Kaarst;0;14
1500;Karisik;DIE LINKE;Linning Alt Vorst;14;Kaarst;0;14
4300;Crefeld;AfD;Linning Alt Vorst;14;Kaarst;0;14
1400;Schmitz;PIRATEN;Linning Alt Vorst;14;Kaarst;0;14
41600;Schwengers;CDU;Rottes Heide;15;Kaarst;1;15
14600;Weßendorf;SPD;Rottes Heide;15;Kaarst;0;15
11400;Karapetyan;GRÜNE;Rottes Heide;15;Kaarst;0;15
7500;Beurskens;FDP;Rottes Heide;15;Kaarst;0;15
5700;Rüdiger;UWG Kaarst;Rottes Heide;15;Kaarst;1;15
4400;Andree;ZENTRUM;Rottes Heide;15;Kaarst;0;15
2800;Kobs;DIE LINKE;Rottes Heide;15;Kaarst;0;15
3600;Peter;AfD;Rottes Heide;15;Kaarst;0;15
25800;Horn;CDU;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
13800;Thiele;SPD;Schwarzer Weg Nordkanalallee;16;Kaarst;1;16
8100;Hens;GRÜNE;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
3900;Kopp;FDP;Schwarzer Weg Nordkanalallee;16;Kaarst;1;16
5700;Grünkemeier;UWG Kaarst;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
15100;Karis;ZENTRUM;Schwarzer Weg Nordkanalallee;16;Kaarst;1;16
2300;Rosenstock;DIE LINKE;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
1700;Schwarz;AfD;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
1000;Wehling;PIRATEN;Schwarzer Weg Nordkanalallee;16;Kaarst;0;16
35900;Schöneberg;CDU;Bruchweg Platanenstr;17;Kaarst;1;17
13200;Sieberg-Marchand;SPD;Bruchweg Platanenstr;17;Kaarst;0;17
10600;Sauter;GRÜNE;Bruchweg Platanenstr;17;Kaarst;1;17
3500;Flesch;FDP;Bruchweg Platanenstr;17;Kaarst;0;17
3800;Lorenz;UWG Kaarst;Bruchweg Platanenstr;17;Kaarst;0;17
11300;Rütten;ZENTRUM;Bruchweg Platanenstr;17;Kaarst;1;17
2800;Kock-Rottinghaus;DIE LINKE;Bruchweg Platanenstr;17;Kaarst;0;17
3800;Dr. von Watzdorf;AfD;Bruchweg Platanenstr;17;Kaarst;0;17
1700;Wetzler;PIRATEN;Bruchweg Platanenstr;17;Kaarst;0;17
45100;Schröder;CDU;Hasselstr Koenigstr;18;Kaarst;1;18
15500;Dr. Holtmeier;SPD;Hasselstr Koenigstr;18;Kaarst;0;18
15100;van Megen;GRÜNE;Hasselstr Koenigstr;18;Kaarst;0;18
9200;Kopp;FDP;Hasselstr Koenigstr;18;Kaarst;0;18
6300;Pollmann;UWG Kaarst;Hasselstr Koenigstr;18;Kaarst;0;18
10400;Statz-Matern;ZENTRUM;Hasselstr Koenigstr;18;Kaarst;0;18
2300;Kock;DIE LINKE;Hasselstr Koenigstr;18;Kaarst;0;18
1900;Straus;AfD;Hasselstr Koenigstr;18;Kaarst;0;18
800;Brandhorst;PIRATEN;Hasselstr Koenigstr;18;Kaarst;0;18
45700;Haupt;CDU;Driesch Hubertusstr;19;Kaarst;1;19
10800;Beyer;SPD;Driesch Hubertusstr;19;Kaarst;1;19
19600;Hannen;GRÜNE;Driesch Hubertusstr;19;Kaarst;0;19
7800;Pruss;FDP;Driesch Hubertusstr;19;Kaarst;1;19
5400;Gehrmann;UWG Kaarst;Driesch Hubertusstr;19;Kaarst;0;19
6800;Becker;ZENTRUM;Driesch Hubertusstr;19;Kaarst;0;19
1700;Hoffmann;DIE LINKE;Driesch Hubertusstr;19;Kaarst;0;19
2600;Gonzalez Zumbülte;AfD;Driesch Hubertusstr;19;Kaarst;0;19
29400;Fischer;CDU;Vom Stein Str Roemerstr;20;Kaarst;0;20
11600;Beyer;SPD;Vom Stein Str Roemerstr;20;Kaarst;0;20
14600;Neubauer;GRÜNE;Vom Stein Str Roemerstr;20;Kaarst;0;20
12100;Baum;FDP;Vom Stein Str Roemerstr;20;Kaarst;1;20
8500;Weyers;UWG Kaarst;Vom Stein Str Roemerstr;20;Kaarst;1;20
7100;Bürvenich;ZENTRUM;Vom Stein Str Roemerstr;20;Kaarst;0;20
2000;Rosenstock;DIE LINKE;Vom Stein Str Roemerstr;20;Kaarst;0;20
900;Ondra;PIRATEN;Vom Stein Str Roemerstr;20;Kaarst;0;20
40600;Schubert;CDU;Birkhofstr Lichtenvoorder Str;21;Kaarst;1;21
14100;Trieschmann;SPD;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
13500;Köbis;GRÜNE;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
8500;Werle;FDP;Birkhofstr Lichtenvoorder Str;21;Kaarst;1;21
6300;Funk;UWG Kaarst;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
4400;Schröter;ZENTRUM;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
3300;Rosemann;DIE LINKE;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
800;Holloway;PIRATEN;Birkhofstr Lichtenvoorder Str;21;Kaarst;0;21
44800;Christoph;CDU;Jvan Werth Str Glehner Str;22;Kaarst;1;22
14100;Imiela;SPD;Jvan Werth Str Glehner Str;22;Kaarst;1;22
14000;Sommer;GRÜNE;Jvan Werth Str Glehner Str;22;Kaarst;0;22
10500;Dorfer;FDP;Jvan Werth Str Glehner Str;22;Kaarst;0;22
9200;Drüeke;UWG Kaarst;Jvan Werth Str Glehner Str;22;Kaarst;0;22
4100;Küster;ZENTRUM;Jvan Werth Str Glehner Str;22;Kaarst;0;22
1800;Ergün;DIE LINKE;Jvan Werth Str Glehner Str;22;Kaarst;0;22
1000;Albrecht;PIRATEN;Jvan Werth Str Glehner Str;22;Kaarst;0;22
244200;Walter;SPD;Altstadt Sued I;1;Köln;0;1
16200;Melemez;CDU;Altstadt Sued I;1;Köln;0;1
214200;Schäfer;GRÜNE;Altstadt Sued I;1;Köln;0;1
45100;Ruffen;FDP;Altstadt Sued I;1;Köln;0;1
11700;Strauff;PRO KÖLN;Altstadt Sued I;1;Köln;0;1
77900;Müller;DIE LINKE;Altstadt Sued I;1;Köln;0;1
8700;Hoffmann;FWK;Altstadt Sued I;1;Köln;0;1
25800;Windhoff;DEINE FREUNDE;Altstadt Sued I;1;Köln;0;1
21600;Göckel;PIRATEN;Altstadt Sued I;1;Köln;0;1
19500;Freyling;AfD;Altstadt Sued I;1;Köln;0;1
287200;Blümcke;SPD;Neustadt Sued I;2;Köln;0;2
192200;Leitner;CDU;Neustadt Sued I;2;Köln;0;2
365300;Heuser;GRÜNE;Neustadt Sued I;2;Köln;0;2
55600;Tillessen;FDP;Neustadt Sued I;2;Köln;0;2
8700;Scherfling;PRO KÖLN;Neustadt Sued I;2;Köln;0;2
110500;Scheffer;DIE LINKE;Neustadt Sued I;2;Köln;0;2
8300;Rainer;FWK;Neustadt Sued I;2;Köln;0;2
49500;Dr. Kuch;DEINE FREUNDE;Neustadt Sued I;2;Köln;0;2
23600;Misgeld;PIRATEN;Neustadt Sued I;2;Köln;0;2
20500;Haug;AfD;Neustadt Sued I;2;Köln;0;2
22800;Malavasi;SPD;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
196400;Gordes;CDU;Altstadt Sued I I Neustadt Sued I I;3;Köln;1;3
295600;Wolter;GRÜNE;Altstadt Sued I I Neustadt Sued I I;3;Köln;1;3
55300;Breite;FDP;Altstadt Sued I I Neustadt Sued I I;3;Köln;1;3
10600;Maul;PRO KÖLN;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
85600;Alflen;DIE LINKE;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
10400;Hagenbruch;FWK;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
37300;Kasnitz;DEINE FREUNDE;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
31300;Coeln;PIRATEN;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
21900;Schulze;AfD;Altstadt Sued I I Neustadt Sued I I;3;Köln;0;3
249200;Volland-Dörmann;SPD;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
277100;Michel;CDU;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
259900;Thelen;GRÜNE;Altstadt Nord I Neustadt Nord I;4;Köln;1;4
75400;Deutsch;FDP;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
12600;Grosch;PRO KÖLN;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
71800;Löwisch;DIE LINKE;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
12800;Dr. Peters;FWK;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
37200;Schmidt;DEINE FREUNDE;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
6500;Abels;Einzelbewerber;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
10900;Kader;Die PARTEI;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
22100;Kurandt;PIRATEN;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
24600;Herrmann;AfD;Altstadt Nord I Neustadt Nord I;4;Köln;0;4
290300;Börschel;SPD;Altstadt Nord I I Neustadt Nord I I;5;Köln;1;5
184900;Wintner;CDU;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
302500;Frank;GRÜNE;Altstadt Nord I I Neustadt Nord I I;5;Köln;1;5
74600;Sterck;FDP;Altstadt Nord I I Neustadt Nord I I;5;Köln;1;5
14100;Spelthahn;PRO KÖLN;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
96200;Stahlhofen;DIE LINKE;Altstadt Nord I I Neustadt Nord I I;5;Köln;1;5
6200;Fuchs;FWK;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
42000;Scheunert;DEINE FREUNDE;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
16500;Dr. Boßeler;Die PARTEI;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
23600;Meneghetti;PIRATEN;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
23200;Mertens;AfD;Altstadt Nord I I Neustadt Nord I I;5;Köln;0;5
21500;Ciesla-Baier;SPD;Altstadt Sued I I I Deutz;6;Köln;0;6
189400;Götz;CDU;Altstadt Sued I I I Deutz;6;Köln;1;6
211600;Jahn;GRÜNE;Altstadt Sued I I I Deutz;6;Köln;1;6
35700;Hilden;FDP;Altstadt Sued I I I Deutz;6;Köln;0;6
15000;Weber;PRO KÖLN;Altstadt Sued I I I Deutz;6;Köln;0;6
59600;Kockerbeck;DIE LINKE;Altstadt Sued I I I Deutz;6;Köln;0;6
7500;Lempe;FWK;Altstadt Sued I I I Deutz;6;Köln;0;6
16200;Voß;DEINE FREUNDE;Altstadt Sued I I I Deutz;6;Köln;0;6
18100;Baumann;PIRATEN;Altstadt Sued I I I Deutz;6;Köln;0;6
22900;Witzmann;AfD;Altstadt Sued I I I Deutz;6;Köln;0;6
5600;Arabaci;BIG;Altstadt Sued I I I Deutz;6;Köln;0;6
305200;Schneider;SPD;Poll Westhoven Ensen;7;Köln;1;7
271900;Evert;CDU;Poll Westhoven Ensen;7;Köln;0;7
15900;Ehses;GRÜNE;Poll Westhoven Ensen;7;Köln;0;7
38600;Laufenberg;FDP;Poll Westhoven Ensen;7;Köln;1;7
35900;Wilden;PRO KÖLN;Poll Westhoven Ensen;7;Köln;0;7
49200;Krämer;DIE LINKE;Poll Westhoven Ensen;7;Köln;0;7
7800;Jarre;FWK;Poll Westhoven Ensen;7;Köln;0;7
5900;Pollmann;DEINE FREUNDE;Poll Westhoven Ensen;7;Köln;0;7
2500;Herzog;NPD;Poll Westhoven Ensen;7;Köln;0;7
16000;Grund;PIRATEN;Poll Westhoven Ensen;7;Köln;0;7
32500;Roggenbach;AfD;Poll Westhoven Ensen;7;Köln;0;7
3100;Epp;EINHEIT;Poll Westhoven Ensen;7;Köln;0;7
201800;Möller;SPD;Gremberghoven Eil Porz I Finkenberg;8;Köln;1;8
195100;Marx;CDU;Gremberghoven Eil Porz I Finkenberg;8;Köln;1;8
54600;Philippsen-Schmidt;GRÜNE;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
19800;Gehenzig;FDP;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
31400;Schaefers;PRO KÖLN;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
36000;Eberle;DIE LINKE;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
4300;Jarre;FWK;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
4100;Dr. Steffen;DEINE FREUNDE;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
9100;Röderstein;PIRATEN;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
32600;Geraedts;AfD;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
2400;Arabaci;BIG;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
10200;Karelstein;EINHEIT;Gremberghoven Eil Porz I Finkenberg;8;Köln;0;8
209300;Ott;SPD;Urbach Elsdorf Grengel;9;Köln;0;9
219200;van Benthem;CDU;Urbach Elsdorf Grengel;9;Köln;1;9
54300;Hancke;GRÜNE;Urbach Elsdorf Grengel;9;Köln;0;9
27200;Bastian;FDP;Urbach Elsdorf Grengel;9;Köln;0;9
31700;Griss;PRO KÖLN;Urbach Elsdorf Grengel;9;Köln;0;9
30600;Durry;DIE LINKE;Urbach Elsdorf Grengel;9;Köln;0;9
2600;Kraemer;FWK;Urbach Elsdorf Grengel;9;Köln;0;9
2400;Kothenschulte;DEINE FREUNDE;Urbach Elsdorf Grengel;9;Köln;0;9
9200;Teybig;PIRATEN;Urbach Elsdorf Grengel;9;Köln;0;9
37500;Weppner;AfD;Urbach Elsdorf Grengel;9;Köln;0;9
247600;Joisten;SPD;Wahnheide Wahn Lind Libur;10;Köln;0;10
230300;Dr. Schlieben;CDU;Wahnheide Wahn Lind Libur;10;Köln;1;10
60500;Echterbrock;GRÜNE;Wahnheide Wahn Lind Libur;10;Köln;0;10
24600;Schützendorf;FDP;Wahnheide Wahn Lind Libur;10;Köln;0;10
29600;Schöppe;PRO KÖLN;Wahnheide Wahn Lind Libur;10;Köln;1;10
30300;Helten;DIE LINKE;Wahnheide Wahn Lind Libur;10;Köln;0;10
5200;Müser;FWK;Wahnheide Wahn Lind Libur;10;Köln;0;10
2000;Drechsler;DEINE FREUNDE;Wahnheide Wahn Lind Libur;10;Köln;0;10
15900;Teybig;PIRATEN;Wahnheide Wahn Lind Libur;10;Köln;0;10
52200;Rottmann;AfD;Wahnheide Wahn Lind Libur;10;Köln;0;10
305500;Scho-Antwerpes;SPD;Porz I I Zuendorf Langel;11;Köln;1;11
329800;Henk-Hollstein;CDU;Porz I I Zuendorf Langel;11;Köln;1;11
106700;Redlin;GRÜNE;Porz I I Zuendorf Langel;11;Köln;0;11
40700;Lemke;FDP;Porz I I Zuendorf Langel;11;Köln;0;11
38000;Müller;PRO KÖLN;Porz I I Zuendorf Langel;11;Köln;0;11
45900;Lehmann;DIE LINKE;Porz I I Zuendorf Langel;11;Köln;0;11
7800;Schütt;FWK;Porz I I Zuendorf Langel;11;Köln;0;11
3500;Sinken;DEINE FREUNDE;Porz I I Zuendorf Langel;11;Köln;0;11
15800;Drach;PIRATEN;Porz I I Zuendorf Langel;11;Köln;0;11
57900;Dr. Maelger;AfD;Porz I I Zuendorf Langel;11;Köln;0;11
4100;Levit;EINHEIT;Porz I I Zuendorf Langel;11;Köln;0;11
253500;Mucuk;SPD;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;1;12
400500;Welcker;CDU;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;1;12
221100;Dr. Müller;GRÜNE;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;1;12
103900;Dr. Wackerhagen;FDP;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
19800;Baitz;PRO KÖLN;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
59200;Koberg;DIE LINKE;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
22100;Henseler;FWK;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;1;12
11500;Wolf;DEINE FREUNDE;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
19300;Paul;PIRATEN;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
52100;Dr. Quinten;AfD;Bayenthal Marienburg Raderthal Rodenkirchen I;12;Köln;0;12
357900;Struwe;SPD;Raderberg Zollstock;13;Köln;0;13
224700;Bauer;CDU;Raderberg Zollstock;13;Köln;0;13
235500;Schlanstedt;GRÜNE;Raderberg Zollstock;13;Köln;0;13
42100;Arens;FDP;Raderberg Zollstock;13;Köln;0;13
27500;Seger;PRO KÖLN;Raderberg Zollstock;13;Köln;0;13
94300;Bronisz;DIE LINKE;Raderberg Zollstock;13;Köln;0;13
23100;Dr. Köhler;FWK;Raderberg Zollstock;13;Köln;0;13
16500;Hoff;DEINE FREUNDE;Raderberg Zollstock;13;Köln;0;13
26100;Clessienne;PIRATEN;Raderberg Zollstock;13;Köln;0;13
37200;Ilg;AfD;Raderberg Zollstock;13;Köln;0;13
4100;Mahi;BIG;Raderberg Zollstock;13;Köln;0;13
265900;Bußmann;SPD;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
437800;von Wengersky;CDU;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
279100;Giesen;GRÜNE;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
107400;Feld;FDP;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
18700;Behrens;PRO KÖLN;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
49900;Kraus;DIE LINKE;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
12000;von Itter;FWK;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
8700;Pütz;DEINE FREUNDE;Rodenkirchen I I Weiss Suerth;14;Köln;0;14
